label	max_pay	sum_pay	sum_time	between_time	pv_qty_all	pv_qty_search_all	clct_qty_all	cart2_qty_all
0	8795.08	0	0	50	20	0	0	0
0	0	0	0	0	4	0	0	0
0	88.86	0	0	100	38	10	0	3
0	2799	598	1	4	4	0	0	0
0	0	0	0	0	2	1	0	0
0	50274.02	0	0	192	16	0	0	0
0	39.9	0	0	168	8	0	0	0
0	5838	501.56	4	5	9	0	0	0
0	4797.33	4797.33	1	21	18	2	0	3
0	599	599	1	30	8	0	0	0
0	899.01	193.36	1	1	1	0	0	0
0	13096	13096	1	3	3	1	2	0
0	0	0	0	0	1	0	0	0
0	1677	0	0	47	6	1	0	0
0	4768.2	4016.7	2	9	1	0	0	0
0	0	0	0	0	0	0	0	0
0	5199	0	0	146	1	0	0	0
0	0	0	0	0	19	5	0	2
0	8448	0	0	169	1	0	0	0
0	6000	388	2	17	0	0	0	0
0	438	532.8	2	4	2	0	0	0
0	6285.11	7257.35	3	1	0	0	0	0
0	2745.5	2745.5	1	25	40	9	0	8
0	292.8	28	1	5	6	0	0	0
0	499.06	499.06	1	1	44	3	0	0
0	2840	1005.25	2	9	9	0	0	1
0	0	0	0	0	2	0	0	0
0	699	0	0	86	3	2	0	0
0	1699	20.9	1	18	4	2	0	0
0	999	0	0	248	104	23	0	0
1	9898	9898	1	25	5	1	0	4
0	1299	1434.1	4	1	6	1	0	0
1	2868.7	8980.56	4	1	5	0	0	0
0	10129	0	0	32	1	1	0	0
0	6299	188.9	2	20	6	0	0	0
0	382	0	0	177	28	0	0	0
0	279	221	1	3	2	0	0	0
0	0	0	0	0	64	12	0	13
0	45	0	0	202	2	0	0	2
0	799	0	0	42	1	0	0	0
0	1599	0	0	42	1	0	0	0
0	4100.82	59.49	2	16	0	0	0	0
0	0	0	0	0	10	2	0	0
0	1099	429	1	2	13	1	0	0
0	9601.9	0	0	48	6	1	0	0
0	558	0	0	229	5	1	0	0
0	805.53	0	0	215	3	2	0	0
0	4928	141.06	1	7	75	2	0	2
0	9498	4311.7	4	1	1	0	0	0
0	6289.76	8388.76	2	5	6	0	0	0
1	2777	208	1	28	13	2	0	4
0	3268	3268	1	1	0	0	0	0
0	134.92	134.92	1	8	4	0	0	3
0	2180	0	0	336	0	0	0	2
0	2998.46	0	0	73	0	0	0	0
0	0	0	0	0	73	0	0	8
0	2089.48	14	1	13	0	0	0	0
0	0	0	0	0	12	1	0	0
0	239	0	0	97	0	0	0	0
0	3879.53	289	1	21	0	0	0	0
0	0	0	0	0	28	1	1	0
0	148	0	0	313	20	0	5	0
1	299	0	0	268	34	4	0	0
0	6562.22	7261.22	2	4	0	0	0	0
1	0	0	0	0	0	0	0	1
0	1841.33	1841.33	1	29	2	1	1	0
0	1549	3646	3	8	13	1	0	0
0	6475.22	168	1	30	134	8	4	4
1	4490	0	0	173	12	3	1	0
0	4280	0	0	67	15	1	0	0
0	2299	2299	1	26	1	0	0	0
0	0	0	0	0	23	1	1	0
0	3986.06	0	0	238	3	0	0	0
0	2799	0	0	165	7	0	0	0
1	6704	0	2	14	0	0	0	0
0	6490.1	8977.1	2	1	93	18	1	16
0	0	0	0	0	154	15	2	1
0	10274	0	0	70	1	0	0	1
0	2558.06	291.1	3	1	1	0	0	0
1	2978.01	798	1	2	146	15	0	14
0	3708.72	1352.26	5	4	0	0	0	0
0	4498.41	7376.35	6	2	8	0	1	3
0	937.8	50.12	2	1	8	0	0	0
0	0	0	0	0	0	0	0	0
0	4143	4143	1	25	3	0	0	0
0	4199	4199	1	1	12	1	0	2
0	3518	3518	1	24	0	0	0	0
0	2267.9	0	0	44	2	0	0	0
1	699	0	0	106	1	1	0	0
0	285.12	0	0	243	1	0	0	0
0	298	0	0	60	27	3	0	1
0	5288	0	0	194	4	1	0	0
0	3997.17	0	0	103	2	0	0	0
0	649	0	0	147	3	0	0	0
1	1899	0	0	272	5	2	0	0
0	757.5	0	0	35	2	2	0	0
0	0	0	0	0	0	0	0	0
1	0	0	0	0	3	1	0	1
0	5995.51	3637.01	2	5	6	0	0	0
0	464	0	0	92	1	0	0	0
0	8004.38	4148	2	17	5	2	0	0
0	10164	0	0	45	22	6	0	1
0	1900	1900	1	4	3	0	0	0
0	99	99	1	17	11	1	0	2
1	228.9	0	0	363	4	0	0	0
0	1399	0	0	95	1	0	0	0
0	0	0	0	0	7	1	0	0
1	799	1.9	1	9	23	1	0	1
0	3657	3657	1	16	0	0	0	0
0	2727.3	2005.6	2	4	1	0	0	0
1	4162	0	0	183	5	1	1	0
0	1797.52	39	1	1	1	0	1	0
0	0	0	0	0	5	1	0	2
0	1079	32.39	1	13	1	0	0	0
0	158.41	0	0	277	1	0	0	0
1	2383.9	79.8	1	10	32	0	1	4
0	7991	179	2	8	1	1	0	0
0	2787	0	0	154	1	1	0	0
0	0	0	0	0	1	0	0	0
0	297.6	0	0	35	1	0	0	0
0	5499.01	5797.01	2	1	37	0	0	3
1	3637	712	1	9	3	1	0	4
0	709	0	0	330	3	1	0	0
0	5486	2576	4	7	1	0	0	0
1	3968	51.9	1	4	7	2	0	0
0	1973	0	0	127	9	0	0	5
0	2299	0	0	39	0	0	0	2
0	4870.57	0	0	41	24	7	0	0
0	3899	0	0	164	1	0	0	0
0	2419	0	0	125	5	1	0	0
0	366	149	1	2	26	9	0	2
0	59.11	0	0	287	7	2	0	1
0	2372.26	0	0	126	5	1	0	0
1	0	0	0	0	7	1	0	1
0	3699	0	0	232	2	0	0	0
0	899	899	1	2	3	1	0	0
1	29758	3450	1	8	1	0	0	0
0	5678	1755.7	3	11	4	0	0	0
0	5334	223	1	9	2	0	0	0
0	343	0	0	101	25	1	1	5
0	139	139	1	27	1	0	0	0
0	1549	0	0	50	6	1	0	1
0	8229	0	0	197	3	2	0	0
0	0	0	0	0	3	0	0	0
0	5382	0	0	148	2	0	0	0
0	2444	0	0	149	1	1	0	0
0	459	0	0	32	2	0	0	0
0	8595	659	2	13	11	5	0	0
0	0	0	0	0	6	0	0	0
0	2907.6	0	0	89	3	0	0	0
0	514	0	0	154	11	0	1	0
0	561.71	349	1	15	10	1	0	0
0	0	0	0	0	5	0	0	2
0	2709.02	40.15	1	26	1	0	0	0
0	0	0	0	0	3	1	0	0
0	2999	0	0	184	1	0	0	0
0	34.73	0	0	113	3	2	0	0
1	7198	3548	1	4	16	2	0	10
0	899	0	0	163	1	1	0	0
0	2499	2556.32	5	8	33	0	0	8
0	7290.55	7860.45	4	1	11	0	0	0
0	5678	0	0	71	3	1	0	0
0	2998	174.53	1	4	15	1	0	6
0	0	0	0	0	1	0	0	0
0	2758	2758	1	4	128	18	0	66
0	229	0	0	33	1	0	0	0
0	615	0	0	147	11	2	1	0
0	0	0	0	0	4	1	0	0
0	0	0	0	0	4	1	0	0
1	6456.65	1799	1	3	48	7	0	8
0	3299	0	0	43	4	1	0	0
0	370	315.7	3	2	3	0	0	1
0	158	0	0	64	16	1	0	0
1	138	124	1	12	18	4	0	0
1	6149	87.64	1	5	1	1	0	1
1	2098	1496.82	2	16	5	1	0	0
0	88.2	0	0	38	7	1	0	0
0	182	0	0	279	7	0	0	1
0	348.28	68.98	2	8	4	0	0	1
0	1574.89	128.65	4	15	2	0	0	0
0	6677.9	289	1	4	34	1	0	3
0	95	0	0	85	1	0	0	0
0	0	0	0	0	27	5	0	1
0	180.77	243.27	3	18	8	2	0	0
0	222.95	124.7	2	1	7	1	0	1
0	5619	0	0	167	3	0	0	2
0	81.48	134.27	2	8	5	1	0	0
0	49.05	0	0	305	7	1	0	0
0	2699	2699	1	25	0	0	0	0
0	14416	14416.01	2	2	5	0	0	0
0	0	0	0	0	2	1	0	0
0	0	0	0	0	2	1	0	0
0	365	0	0	243	28	3	0	1
0	1078	885.14	6	1	3	1	0	0
0	5788	0	0	95	3	1	0	0
0	5455.15	13475.83	8	7	4	0	0	0
0	0	0	0	0	1	0	1	0
0	612	0	0	248	8	0	0	0
0	62.2	0	0	138	8	0	0	1
0	259	544.32	6	1	92	11	0	9
0	2797.91	0	0	156	6	2	0	0
0	649	0	0	72	0	0	0	0
0	4399	1048.7	2	2	4	0	0	0
0	271.51	0	0	94	5	1	1	0
0	2568	175.8	2	5	43	4	1	0
0	1849	0	0	106	0	0	0	0
0	549	549	1	12	7	3	0	0
0	1199	0	0	44	2	1	0	0
0	14694.8	32.39	1	10	4	0	0	0
0	6549	6549	1	23	20	1	1	0
0	2694.9	0	0	33	16	0	0	0
0	4794.8	0	0	157	28	4	0	0
0	99	0	0	38	1	0	0	0
0	504.29	310.69	3	8	2	1	0	0
0	324	324	1	28	1	0	0	0
0	3758	2799	1	2	8	1	0	0
0	2234.01	653.6	2	12	1	0	0	4
0	3620	0	0	87	3	0	0	0
0	2499	2499	1	1	2	0	0	0
0	4888	4569.93	3	6	22	3	0	0
0	926	35.8	2	7	1	1	0	0
1	2749.49	0	0	86	0	0	4	16
0	108.63	36.92	2	16	28	4	0	3
0	0	0	0	0	36	1	0	0
0	3888	4033.89	5	3	30	4	0	1
0	339.46	198.67	3	2	26	10	0	1
0	0	0	0	0	4	0	1	2
0	0	0	0	0	0	0	0	0
0	70.79	0	0	120	0	0	0	0
0	2299	54	1	3	8	1	0	0
0	2099	0	0	57	1	1	0	0
0	149.9	93.1	1	10	2	1	0	0
0	6320	0	0	158	10	0	0	4
0	4261.64	6060.31	2	16	5	1	0	0
0	238	0	0	324	2	0	0	0
0	3079	2028	1	1	1	0	0	0
0	9353.71	869	1	23	1	1	0	0
1	0	0	0	0	2	0	1	0
0	0	0	0	0	1	1	0	0
0	5248	119	1	24	0	0	0	0
0	4798	0	0	43	2	0	0	0
1	6699	2187.41	1	1	24	3	0	0
0	7283.05	0	0	126	1	1	0	0
0	0	0	0	0	10	0	0	2
0	3499	0	0	33	2	0	0	0
0	3118	3118	1	1	3	1	0	0
0	1495.8	0	0	114	6	0	0	0
0	2499	0	0	266	22	5	0	0
0	114.03	114.03	1	4	2	3	0	0
0	4198	4198	1	4	12	2	1	5
1	1790	219	1	10	13	3	0	0
0	5187.38	4969.53	6	2	1	1	0	0
0	0	0	0	0	28	3	0	3
0	0	0	0	0	5	1	0	0
1	2797.93	0	0	36	2	0	0	0
1	4599	0	0	37	12	2	0	0
0	0	0	0	0	2	0	0	0
1	0	0	0	0	1	0	0	0
0	0	0	0	0	4	2	0	0
0	4948	405	2	20	2	1	0	0
0	0	0	0	0	0	0	0	2
0	104.37	0	0	114	11	2	0	2
0	6079.61	4198	2	18	5	0	0	0
0	52.75	0	0	61	9	3	0	0
0	0	0	0	0	16	3	0	1
1	179.7	100.3	1	30	32	0	0	0
0	369	0	0	141	35	1	1	7
0	0	0	0	0	4	0	0	0
0	1998	0	0	163	11	0	0	1
0	225.2	89.36	1	15	3	0	0	0
0	1882	999	1	27	2	0	0	0
0	646	0	0	292	1	0	0	0
0	2573.84	20.9	1	11	25	3	0	2
0	0	0	0	0	0	0	0	0
0	3595.64	0	0	52	8	1	0	1
0	999	0	0	37	0	0	0	0
0	2698.37	0	0	132	6	0	0	0
1	3948	0	0	327	36	2	0	5
0	3738	2104.24	1	28	1	0	0	0
0	5738	3293.84	2	7	0	0	0	0
0	1549	0	0	64	32	0	0	7
0	0	0	0	0	19	0	3	0
0	2269	0	0	366	0	0	0	0
0	360	252.9	2	8	1	0	0	0
0	8298	8298	1	4	18	2	0	0
0	199	0	0	149	0	0	0	0
0	210	107.4	1	9	7	1	0	0
0	0	0	0	0	3	1	0	1
0	784.03	872.17	2	1	22	8	1	5
1	1194.79	0	0	144	11	0	0	0
0	4152	3788	1	5	1	0	0	0
0	143	68.18	2	24	0	0	0	0
0	798	0	0	207	44	0	0	1
1	3896.33	152.1	3	7	14	1	0	5
1	911.2	266.75	2	16	16	1	2	3
0	345	37.05	1	23	4	1	0	0
0	156.82	0	0	90	9	2	0	0
1	949	0	0	84	7	0	0	0
0	2555	98	1	15	5	1	0	1
0	265	0	0	57	1	0	0	10
0	689	384.66	3	7	5	0	0	0
1	2461.21	0	0	55	1	0	0	4
0	0	0	0	0	13	0	0	0
0	179	0	0	89	4	0	0	0
0	2591	88	1	1	11	1	2	1
0	6388	11916.3	3	3	1	0	0	0
0	1149	716	3	8	4	0	0	0
0	3680	216.1	4	6	11	5	0	13
0	0	0	0	0	10	1	1	0
0	4076	60.6	2	2	3	0	0	0
0	0	0	0	0	10	0	0	0
0	1999	0	0	287	4	1	0	0
0	465	465	1	9	1	0	0	0
0	2998	0	0	103	2	0	0	0
0	0	0	0	0	0	0	0	2
1	129	0	0	182	0	0	0	12
0	6488.88	8458.29	2	4	3	0	0	0
0	0	0	0	0	2	0	0	1
0	0	0	0	0	7	2	0	0
0	0	0	0	0	2	1	0	0
0	164.89	0	0	83	6	0	0	0
0	0	0	0	0	17	0	0	0
0	1198	0	0	54	1	0	0	0
0	698.27	87.68	1	7	3	0	0	0
0	269.7	228	2	8	12	0	0	0
0	1799	89.8	1	11	1	0	0	0
1	0	0	0	0	0	0	0	16
0	0	0	0	0	9	3	0	0
1	1898.8	3497.8	2	1	13	3	0	0
0	2798	299	1	20	23	5	0	0
1	1798	2589.7	4	1	22	0	0	0
0	7299	11085.57	3	20	26	0	0	5
0	0	0	0	0	1	0	0	1
0	515.83	0	0	51	3	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	3638	286	2	2	15	1	0	2
1	1397.01	0	0	58	1	1	0	0
0	1457.73	0	0	37	9	2	0	0
0	0	0	0	0	5	1	0	0
0	2398	2398	1	26	8	1	0	2
0	2549	2728	2	8	23	0	1	0
0	2766	20.04	2	2	6	0	0	0
0	0	0	0	0	4	2	0	0
0	10368	7774	2	1	5	2	0	0
0	5888	0	0	110	0	0	0	0
0	2683	0	0	36	21	0	0	3
0	2299	0	0	36	2	0	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0
0	990.79	0	0	53	1	0	0	0
1	4380	0	0	59	0	0	0	1
1	4899	0	0	84	6	1	0	9
1	4100	4100	1	11	10	3	0	0
0	0	0	0	0	8	2	1	0
0	28.74	28.74	1	17	16	1	1	0
0	0	0	0	0	24	1	0	2
0	0	0	0	0	1	0	0	0
1	7489	2777.19	2	7	29	1	0	0
0	2299	2299	1	20	2	2	0	1
1	0	0	0	0	15	0	0	0
0	3192	170.5	3	8	4	0	0	0
0	0	0	0	0	2	0	0	0
0	92.7	0	0	41	33	0	0	0
0	1162.95	16.21	1	5	0	0	0	2
0	0	0	0	0	0	0	1	0
0	4499	5176	3	1	45	6	0	0
0	2291.41	0	0	56	12	0	0	0
1	21828	998.19	2	16	0	1	0	0
0	3999	0	0	370	27	0	0	9
0	699	176.2	2	5	14	0	0	0
1	0	0	0	0	17	2	0	0
0	2298	0	0	120	5	3	2	0
0	0	0	0	0	1	1	0	0
0	139	0	0	375	20	3	0	0
0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	1	0	0
0	17988	426.93	2	1	0	0	0	0
0	264.8	9.9	1	18	31	4	0	0
1	0	0	0	0	5	1	0	1
0	2148	1.6	1	14	5	0	0	0
0	6000	6000	1	29	5	0	0	0
0	6579	0	0	83	53	14	0	24
0	1786.7	71.73	2	19	3	0	0	0
0	306.6	87.7	1	3	1	0	0	0
1	2999	2999	1	6	156	11	0	28
0	0	0	0	0	40	5	0	0
0	2499	0	0	242	1	1	0	0
0	1698.02	249.9	3	3	1	0	0	0
0	2088	2326	3	14	8	0	0	0
0	0	0	0	0	2	0	0	0
0	7905.68	95	1	15	0	0	0	0
1	3499	0	0	77	64	13	0	2
0	351.04	0	0	228	0	0	0	0
0	0	0	0	0	4	1	0	0
0	123.09	0	0	256	1	1	0	0
0	5579	5579	1	24	3	1	0	0
0	498	0	0	124	2	0	0	0
0	0	0	0	0	0	0	0	1
1	0	0	0	0	3	1	0	0
0	14610	0	0	95	1	0	0	0
0	12860	0	0	93	0	0	0	0
0	6090	6247.44	2	3	39	0	0	0
0	597	548	1	1	10	1	0	6
0	0	0	0	0	20	1	0	0
0	0	0	0	0	6	0	0	0
0	4783	0	0	48	0	0	0	0
0	779	35	1	13	5	0	0	1
0	1498	1662.48	3	24	6	1	0	0
0	0	0	0	0	1	0	0	0
0	1917.9	0	0	120	3	0	0	0
0	195.17	0	0	123	3	2	0	0
0	1899	0	0	38	0	0	0	1
0	2078.31	5744.91	4	3	18	0	0	0
0	10182	0	0	42	1	0	0	0
0	0	0	0	0	14	0	2	0
0	0	0	0	0	3	0	0	0
0	0	0	0	0	3	0	0	0
0	0	0	0	0	2	1	0	0
0	0	0	0	0	0	0	0	2
0	0	0	0	0	5	1	0	0
0	199	6.8	2	6	3	1	0	2
0	3249	3895.96	3	1	6	0	0	0
0	1	0	0	320	0	0	0	0
0	98	141	4	4	10	0	0	0
0	899.01	207.7	1	8	5	0	1	0
0	6176.06	654.46	1	1	11	2	0	0
0	159	0	0	196	6	2	0	0
0	3199	1019.63	3	1	1	1	0	0
0	49	0	0	166	6	3	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	29	0	0	3
0	2688	717.04	4	1	1	0	0	0
0	7307.96	0	0	258	65	3	1	7
0	2399	0	0	207	2	0	0	0
0	3046	0	0	173	1	0	0	0
1	0	0	0	0	13	0	0	0
0	415	0	0	161	1	0	0	0
0	4888	4797.39	2	1	15	3	0	0
0	2799	0	0	363	5	0	0	0
0	0	0	0	0	0	0	1	1
0	1683	0	0	49	3	0	0	0
0	0	0	0	0	1	0	0	0
0	3199	0	0	122	2	1	0	0
0	1799	0	0	93	7	0	0	1
0	2931.63	154.07	1	7	1	0	0	0
0	603.68	0	0	39	1	0	0	0
0	6299	0	0	117	6	0	0	1
0	0	0	0	0	0	0	0	0
0	1427	1427	1	19	1	0	0	0
0	0	0	0	0	49	8	0	7
0	0	0	0	0	5	0	0	0
0	3598	3938	2	3	15	0	0	0
0	1509.95	649.62	6	1	1	0	0	0
0	11591.58	172.61	2	1	0	0	0	1
0	2484	0	0	68	10	3	0	0
0	693	0	0	46	25	0	0	0
0	1850	206.13	1	8	0	0	0	0
1	8905.95	20243.57	3	2	8	1	0	11
1	213	0	0	117	42	0	0	1
0	0	0	0	0	0	0	0	1
0	0	0	0	0	30	3	2	0
0	11752	0	0	101	0	0	0	0
0	1390	947.59	1	3	2	0	0	0
0	11576	0	0	106	0	0	0	0
0	11298	0	0	32	6	0	0	2
1	3699	3699	1	5	24	5	0	15
0	0	0	0	0	8	3	1	0
0	1498.9	0	0	130	7	2	0	1
0	3880	0	0	69	24	2	3	1
0	13336	0	0	33	1	1	0	0
1	6947	0	0	80	0	0	0	0
1	2000	0	0	37	25	2	1	0
0	1720	1720	1	2	0	0	0	0
0	2740	262.63	6	1	5	0	0	4
0	446.84	0	0	61	3	0	0	0
0	3538.13	3538.13	1	8	5	0	0	0
0	0	0	0	0	1	0	0	0
0	852.72	0	0	260	16	4	0	8
0	1090	504	2	1	86	3	0	2
0	1049	1323.85	4	1	12	0	0	0
0	119.15	175.35	2	7	0	0	0	0
0	357	0	0	378	4	3	0	0
1	5798	0	0	105	0	0	0	0
0	858	421	4	2	27	4	1	0
0	108	88.2	1	8	12	0	0	0
0	0	0	0	0	1	0	0	0
0	5688	0	0	169	4	0	0	0
0	29471.01	0	0	144	3	1	0	0
0	1139	0	0	91	20	4	0	1
1	2799	0	0	32	5	2	0	6
0	26.8	26.8	1	13	7	2	0	0
0	790	29	1	25	8	0	0	0
0	14531.77	5444.16	4	11	0	0	0	0
0	253.5	253.5	1	17	2	1	0	0
0	4280	10591.1	5	1	28	1	0	0
0	3099	0	0	152	31	5	0	10
0	0	0	0	0	108	8	0	0
0	659	0	0	91	6	3	0	0
1	1499	0	0	266	78	7	1	6
0	0	0	0	0	6	2	0	0
0	0	0	0	0	9	0	0	0
0	1290	0	0	50	17	4	0	0
0	4273	1565	1	10	1	0	0	0
0	281.8	0	0	37	6	2	1	2
0	0	0	0	0	0	0	0	0
0	491.5	0	0	217	2	1	0	0
0	52.7	0	0	114	1	1	0	0
0	751.18	12	1	6	5	0	0	0
0	985	496	1	23	1	0	0	0
0	9560	6557	3	1	3	0	1	0
1	1602.36	0	0	85	1	0	0	0
0	0	0	0	0	8	5	0	0
0	5838	1358.3	1	10	28	0	0	4
0	11069	0	0	135	0	0	0	0
0	2980	0	0	117	2	0	0	0
0	3034.94	3051.84	2	1	25	3	0	0
0	3099	0	0	158	0	0	0	0
0	5097	0	0	37	2	0	0	0
0	5288	0	0	151	6	4	1	0
0	1148	0	0	72	17	0	0	0
0	4491.39	76.52	2	2	36	4	0	1
0	0	0	0	0	2	1	1	0
0	988	636.81	2	19	0	0	0	0
0	898	1597.98	2	1	4	0	0	0
0	549	80.9	2	21	3	0	0	0
0	1979	2029.55	4	3	5	1	0	0
0	10560	0	0	114	0	0	0	0
0	1079	0	0	154	5	2	0	0
0	0	0	0	0	26	3	0	1
0	1867.3	0	0	110	1	0	0	0
0	200	0	0	138	7	0	0	1
0	84	0	0	293	17	1	0	0
0	1505	219.15	3	2	2	0	0	0
0	4977.08	5165.96	2	5	4	0	0	0
0	580	0	0	98	2	1	0	0
0	1263.6	0	0	96	0	0	0	0
0	0	0	0	0	28	1	0	0
0	4888	0	0	110	5	0	0	0
0	2605.66	2993.94	2	25	0	0	0	0
0	0	0	0	0	3	0	0	0
0	59.9	0	0	239	4	0	0	0
0	1148	132.55	2	3	4	0	0	4
0	3096.84	1741.83	6	2	3	0	0	0
0	0	0	0	0	2	2	0	0
0	1632.4	0	0	50	1	0	0	0
1	1019	89.8	1	11	25	5	0	0
0	1749	0	0	252	1	0	0	0
0	4399	0	0	128	2	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0
0	90.6	0	0	40	18	4	0	2
0	2298	0	0	41	1	0	0	0
1	6492.95	239.52	5	11	4	1	0	0
0	1799	0	0	373	0	0	0	0
1	9387	0	0	102	0	0	0	1
0	3556	3556	1	17	4	0	0	0
0	14202	28997	7	6	16	1	0	1
0	483	0	0	55	7	0	0	0
1	0	0	0	0	1	0	0	0
0	177	0	0	109	10	1	0	0
0	0	0	0	0	3	1	0	0
0	2988	0.02	1	29	13	1	0	0
1	4799	4799	1	1	0	0	0	1
0	328.3	0	0	243	3	1	0	0
0	7497	0	0	127	3	1	0	0
0	1269.9	1160.99	8	1	9	0	0	1
1	269	0	0	357	8	1	0	8
0	6168	3267	3	1	3	0	0	0
0	2846.33	0	0	42	1	0	0	0
1	227.27	0	0	105	4	0	0	0
0	2399	0	0	235	7	1	0	0
0	10298	0	0	39	7	0	0	2
0	2598	0	0	158	22	2	0	0
0	5469	150	1	16	4	0	0	0
0	0	0	0	0	42	10	0	6
0	0	0	0	0	3	1	0	0
0	0	0	0	0	5	0	0	0
0	0	0	0	0	47	9	1	6
0	2615	0	0	47	31	5	2	4
0	101.92	10.85	1	1	8	0	0	1
0	4217.9	0	0	75	1	0	0	0
0	998	308	2	28	20	4	0	1
0	119.8	0	0	103	1	0	0	0
0	499	0	0	210	11	4	0	0
0	246.15	31.8	1	1	39	4	0	3
0	1396.9	0	0	100	2	1	0	0
0	0	0	0	0	10	3	0	0
0	563.2	0	0	40	0	0	0	0
0	158	0	0	239	2	0	0	1
0	5898	0	0	35	20	1	0	1
0	7799	0	0	104	26	4	0	5
0	1978	298.8	2	15	1	1	0	0
0	5000	0	0	64	4	2	0	0
1	147.7	147.7	1	1	15	3	0	7
0	1748	1130.15	3	6	10	0	0	0
0	0	0	0	0	18	0	0	1
0	749	599	1	7	6	0	0	0
0	118	0.9	1	10	2	0	0	0
0	235	235	1	5	44	16	0	14
0	3000	0	0	104	5	2	0	0
0	14696	3579.59	1	3	22	12	0	2
0	2599	9.9	1	23	3	0	0	0
0	105.7	194.2	2	29	1	1	0	0
0	0	0	0	0	8	0	0	0
0	31798.62	0	0	38	4	2	0	0
0	699	0	0	61	2	0	0	0
0	1098	1098	1	6	1	0	0	0
0	0	0	0	0	0	0	0	0
0	3248	3248	1	28	1	0	1	0
0	1189.32	113.15	3	3	1	0	0	0
0	1799	8.91	1	1	108	21	0	2
0	179	0	0	162	11	6	0	0
0	5446.57	0	0	45	1	0	0	0
0	1918	0	0	181	1	0	0	0
0	116	116	1	4	3	1	0	0
0	2852.62	0	0	32	7	1	0	0
0	2901.3	0	0	124	12	2	0	0
0	0	0	0	0	2	0	0	0
0	10779	0	0	104	2	0	0	0
0	367	0	0	54	4	0	0	0
0	5488	81.09	1	12	1	0	0	4
0	2875	2875	1	1	14	2	1	0
0	1219	0	0	276	3	0	0	0
0	10248	0	0	145	19	0	0	0
0	3298	3298	1	10	4	0	0	0
0	3399	0	0	110	3	0	0	0
0	2694	666.81	2	12	9	5	0	0
0	1899	0	0	262	2	0	0	0
0	554.9	0	0	112	24	5	0	0
0	2048	0	0	123	3	3	0	0
0	99	0	0	50	4	0	0	0
1	2501.92	0	0	33	165	9	0	10
0	0	0	0	0	12	1	1	1
0	59.8	59.8	1	2	18	0	0	0
0	8097	0	0	66	0	0	0	6
0	4682	0	0	35	9	1	0	0
0	0	0	0	0	1	1	0	0
0	239	0	0	58	1	0	0	0
0	2132.01	0	0	51	11	0	0	0
0	3599	2337.85	4	1	3	1	0	0
0	1799	2488	2	15	3	3	0	0
1	0	0	0	0	20	0	0	0
0	50.75	0	0	156	2	1	0	0
0	269	269	1	1	0	0	0	0
1	0	0	0	0	1	0	0	0
0	4544.84	0	0	54	2	0	0	0
0	169	0	0	231	1	1	0	0
0	2588	0	0	73	21	6	0	1
0	0	0	0	0	9	0	0	0
0	1799	998	1	22	32	1	0	1
0	444	0	0	37	10	3	0	0
0	4698	0	0	49	14	0	0	0
0	138	129.55	1	10	3	0	0	0
0	0	0	0	0	17	0	0	4
0	0	0	0	0	2	1	0	0
0	399	0	0	131	2	2	0	0
0	3198	3198	1	17	0	0	0	0
0	14339.06	97.9	1	1	31	2	0	0
0	0	0	0	0	3	0	0	0
0	5052.8	77	1	2	1	0	0	0
1	427.05	427.05	1	30	0	0	0	3
0	0	0	0	0	2	0	0	0
0	1397	0	0	68	0	0	0	2
0	8518	4997.99	1	22	14	0	0	0
1	0	0	0	0	44	4	1	0
0	1498	0	0	43	4	2	0	0
0	3888.27	461.08	8	1	1	0	0	0
0	2698	1871	2	4	4	1	0	1
0	4998	0	0	51	1	0	0	0
1	3497	0	0	32	21	0	0	0
0	223.8	507.18	7	2	6	0	0	0
0	2998	0	0	82	19	1	0	0
0	3897.39	4265.97	4	1	24	1	2	0
0	1540	0	0	91	4	0	0	0
0	0	0	0	0	4	0	0	0
0	0	0	0	0	2	1	0	0
0	355.2	0	0	105	2	0	0	0
0	3668	310.45	1	18	4	0	0	0
0	3288	0	0	220	2	0	0	0
0	16269	0	0	103	0	0	0	0
0	0	0	0	0	1	1	0	0
0	373	0	0	84	24	1	0	8
1	8150.45	0	0	57	38	4	0	2
1	762.2	102.64	3	1	151	7	0	57
0	0	0	0	0	29	8	0	0
0	4799	0	0	35	0	0	0	0
0	1299	0	0	240	5	1	0	0
0	586	268	2	8	6	1	0	0
0	3200	1338	2	14	12	2	0	3
1	178	0	0	297	2	0	2	0
1	1778.12	0	0	147	2	0	0	0
0	0	0	0	0	0	0	0	3
0	1392.9	0	0	82	0	0	0	0
0	1798	1798	1	5	8	0	1	0
1	0	0	0	0	0	0	0	0
0	3459	1793.2	4	10	29	3	0	0
0	3099	3099	1	1	2	1	0	0
0	4834.76	4997.93	2	2	3	0	0	0
0	842	0	0	31	8	2	0	0
0	998	55.96	1	27	1	0	0	0
0	4397	4655	2	1	51	17	0	0
0	9593.21	9593.21	1	1	5	1	0	1
0	0	0	0	0	11	0	0	0
0	7497	74	1	30	26	0	0	1
1	111.8	0	0	335	26	2	1	1
0	0	0	0	0	15	0	1	0
