label	max_pay	sum_pay	sum_time	between_time	pv_qty_all	pv_qty_search_all	clct_qty_all	cart2_qty_all
0	3997	0	0	65	0	0	0	0
1	8898	9051.91	4	13	21	1	1	8
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0
0	4096	0	0	65	21	1	0	0
0	5398	5767	2	1	17	0	0	0
0	1159	0	0	69	3	1	0	0
0	2296.91	2296.91	1	28	18	0	0	0
0	0	0	0	0	5	2	0	0
0	397.27	0	0	120	8	0	2	0
0	0	0	0	0	1	0	0	0
0	248	0	0	107	0	0	0	0
0	5296	0	0	36	2	2	0	0
0	1498	0	0	161	7	2	0	0
0	0	0	0	0	6	1	0	0
1	299	162.35	3	12	68	15	0	7
1	599	599	1	15	0	0	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	1	1	0	0
1	471.06	65.4	2	2	7	0	0	0
0	4599	0	0	78	21	2	2	1
0	6158	0	0	154	0	0	0	0
0	0	0	0	0	6	2	0	1
0	0	0	0	0	0	0	0	1
0	72.8	0	0	159	13	5	8	0
1	2896	2896	1	4	3	1	0	0
0	4387	4387	1	14	2	0	0	0
0	3892	3892	1	21	0	0	0	0
0	0	0	0	0	8	4	0	0
0	23199	0	0	116	5	1	1	0
0	0	0	0	0	6	0	0	0
0	4977	0	0	137	2	0	0	0
0	0	0	0	0	1	1	0	0
0	598	598	1	1	73	13	1	1
0	467	758.83	4	4	2	1	0	0
0	0	0	0	0	2	1	0	0
0	0	0	0	0	8	1	0	0
0	58.8	0	0	144	1	0	0	0
1	5248	0	0	55	44	5	0	3
0	95.14	0	0	36	4	0	0	0
0	0	0	0	0	1	0	0	0
1	1048	0	0	110	0	0	0	0
0	10113.3	0	0	109	1	0	0	1
0	899	0	0	113	7	1	0	0
0	5899	0	0	54	4	0	0	0
0	104.8	0	0	129	1	4	0	0
0	1399	1399	1	5	9	1	0	0
1	3499	1599	1	4	1	1	0	1
0	511.32	0	0	59	1	0	0	0
1	339	598	2	12	11	5	0	0
0	0	0	0	0	1	0	0	0
0	506.1	0	0	67	1	4	0	0
0	1838	0	0	166	4	0	0	0
0	6197	2499	1	21	3	2	0	0
0	6489	1945.25	3	7	0	0	1	0
0	2948	0	0	113	10	0	0	0
0	638	159	1	1	11	2	0	0
0	1069	0	0	177	3	3	0	0
0	0	0	0	0	1	0	0	1
0	0	0	0	0	41	5	0	1
1	14169.8	4588	1	24	3	0	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	4	0	1	1
0	5688	0	0	168	16	1	0	0
0	0	0	0	0	0	0	0	1
0	0	0	0	0	1	0	0	2
1	1318	0	0	37	0	0	0	0
0	189	61.6	3	4	2	0	0	0
0	3022	2342	2	26	1	0	0	0
0	17082.54	0	0	44	1	0	0	0
0	0	0	0	0	2	0	0	0
0	2299	0	0	104	4	0	0	2
0	4247	6303.62	4	1	1	0	0	13
1	3140	0	0	174	198	12	0	2
0	142.52	51.08	3	4	55	4	0	1
0	5886	14.2	1	11	1	0	0	0
0	13332	0	0	128	11	0	0	2
0	296	0	0	94	2	1	0	0
0	1899	0	0	118	8	1	0	0
1	0	0	0	0	1	1	0	0
1	7297	0	0	154	8	0	0	0
0	0	0	0	0	1	0	0	0
0	2199	2210	2	2	6	0	1	0
0	0	0	0	0	12	1	0	0
0	138	0	0	38	1	0	2	0
0	1499	619.42	3	3	9	1	0	0
0	344	79	1	3	43	4	1	0
0	0	0	0	0	0	0	0	1
0	5990	5990	1	4	2	1	0	0
1	2045.41	2740.67	2	8	61	7	0	1
0	9479	9479	1	4	16	4	1	0
0	1097.61	362.42	5	1	0	0	1	0
0	0	0	0	0	5	0	0	0
0	4702.04	0	0	57	0	0	0	0
0	1008	1008	1	11	0	0	0	0
0	0	0	0	0	3	1	0	0
1	1478	0	0	156	9	2	0	0
0	8596	1099	1	1	16	6	2	1
0	6798.8	9897.8	2	1	5	3	1	0
0	5300	0	0	62	8	0	0	0
0	12816	0	0	50	0	0	1	0
0	0	0	0	0	5	3	0	2
0	0	0	0	0	8	2	0	0
0	0	0	0	0	1	1	0	0
1	0	0	0	0	28	1	1	0
0	49.6	21.33	1	1	6	1	0	0
1	2283	328.25	3	2	24	5	1	0
0	10539	2999	1	6	35	8	0	4
0	101.55	0	0	171	5	0	0	0
0	4595.56	4595.56	1	3	23	3	2	0
0	0	0	0	0	2	1	0	0
1	0	0	0	0	19	4	0	5
1	0	0	0	0	33	1	1	13
0	4480	3399	1	10	25	3	0	0
0	0	0	0	0	23	4	0	0
1	804.43	0	0	73	31	3	0	4
0	1308	0	0	73	4	0	0	0
0	5250	0	0	146	4	1	0	0
1	999	0	0	88	3	2	0	0
0	0	0	0	0	1	1	0	0
0	6317	6571.5	3	6	1	0	0	0
0	0	0	0	0	40	1	0	1
0	0	0	0	0	27	4	0	0
0	0	0	0	0	10	8	0	0
0	899	620.9	3	8	24	6	0	1
0	1799	0	0	158	1	1	0	0
0	9358	0	0	152	1	0	0	0
0	5221	5261.9	2	1	1	1	0	0
0	4510	0	0	33	4	2	0	0
0	0	0	0	0	4	0	0	0
0	5930.42	299.72	5	1	191	14	0	120
0	0	0	0	0	2	1	0	0
0	2298.51	2298.51	1	1	8	2	0	0
0	0	0	0	0	0	0	0	0
0	544	259	1	27	16	0	2	0
0	0	0	0	0	17	10	0	1
0	3679	0	0	158	4	1	0	0
0	935.74	897.81	1	1	3	0	0	0
0	899	0	0	37	1	0	0	0
0	0	0	0	0	14	0	0	2
0	8379	76.93	2	1	10	2	1	0
0	0	0	0	0	2	1	0	0
0	0	0	0	0	6	0	0	8
0	0	0	0	0	24	5	0	1
0	609	0	0	99	7	3	0	0
0	3188	1085	2	12	5	0	0	0
0	0	0	0	0	1	0	0	0
0	4788	4887	2	12	7	4	0	0
0	0	0	0	0	6	1	0	0
0	382	0	0	103	2	2	0	0
0	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	1	8
0	776.41	0	0	31	16	3	0	0
0	5599	0	0	97	30	1	0	0
0	6634.17	0	0	47	7	2	0	0
0	5588	0	0	123	2	1	0	0
0	904.14	563.9	2	1	44	3	1	0
0	3280	4211.27	2	1	11	0	0	9
0	284	0	0	158	2	1	0	0
0	22621	12856	1	2	0	0	0	0
0	14094.01	0	0	52	0	0	0	0
0	258	0	0	115	2	0	0	0
0	40	0	0	162	20	2	0	0
0	338	0	0	40	3	0	0	0
0	0	0	0	0	2	2	0	0
1	8966	1911.9	5	1	2	2	0	0
1	4211.31	49.58	1	6	0	0	0	0
0	0	0	0	0	27	5	0	0
0	273.1	0	0	113	19	2	3	0
1	0	0	0	0	26	6	0	1
0	1847.31	1847.31	1	2	2	1	0	0
0	0	0	0	0	4	1	0	0
0	3698	3698	1	27	19	0	0	0
0	178	0	0	178	2	1	0	0
0	689.76	1087.76	2	8	1	1	0	1
0	339	0	0	122	1	1	0	0
0	25	0	0	164	1	0	0	0
0	0	0	0	0	0	0	0	1
0	439	0	0	119	32	1	3	1
1	3778	0	0	40	32	4	5	0
0	2866.8	2941.8	2	1	3	2	0	0
0	1299	0	0	144	1	1	0	0
0	0	0	0	0	1	0	0	0
0	3395	0	0	117	14	4	0	0
0	7799	7799	1	1	28	5	0	11
0	149	0	0	149	0	0	1	0
0	1058	0	0	169	9	3	0	6
0	3134.97	0	0	157	1	0	0	0
0	15345	3820.1	1	9	7	1	1	0
0	0	0	0	0	1	1	0	0
0	7399	374.4	1	25	1	0	0	2
0	299	0	0	171	2	2	0	0
0	178	19	1	3	1	0	0	0
0	0	0	0	0	13	1	0	0
1	19.8	0	0	169	9	6	0	0
0	1547.61	0	0	42	4	0	0	0
0	2295.46	56.4	2	25	3	1	0	0
0	1898	1898	1	14	23	0	0	0
0	239	239	1	19	0	0	0	0
0	125.6	0	0	71	1	0	0	0
0	3198	0	0	176	7	0	0	0
0	9680	0	0	100	3	0	0	0
0	0	0	0	0	59	9	0	1
0	3338	0	0	106	3	2	0	0
0	5123.11	928.02	4	8	41	4	0	0
0	1857	0	0	146	5	0	0	0
0	0	0	0	0	2	0	0	0
0	5599	0	0	176	3	0	0	1
0	203.3	0	0	67	1	0	0	0
0	650	0	0	173	1	0	0	0
0	473	1135.61	8	1	42	3	0	8
0	1649	32.8	3	8	5	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	26	6	1	0
1	3380	0	0	141	9	1	0	0
0	2799	2799	1	3	8	3	0	1
0	0	0	0	0	0	0	0	0
0	1999	0	0	160	0	0	0	0
0	0	0	0	0	3	1	0	0
1	2788	0	0	176	35	1	1	0
0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0
0	8840	294.05	5	7	5	1	0	0
1	3890	0	0	91	5	1	0	0
0	0	0	0	0	2	2	0	0
0	0	0	0	0	1	0	0	0
0	5853	5831.72	1	11	0	0	0	0
0	0	0	0	0	6	0	1	0
0	23281	0	0	115	7	1	0	0
0	0	0	0	0	9	0	0	0
0	0	0	0	0	1	0	0	0
0	1997.01	130.19	1	1	1	1	0	0
1	699	699	1	30	29	4	1	3
0	0	0	0	0	1	0	0	0
0	4079	0	0	123	1	0	0	0
1	0	0	0	0	15	4	1	0
0	5089.89	66.56	1	30	10	2	0	0
0	9.9	9.9	1	9	3	1	0	0
0	2167	0	0	119	18	3	0	0
0	2099	0	0	106	9	2	0	0
0	1570	359	1	7	0	1	0	0
0	0	0	0	0	19	3	0	1
0	0	0	0	0	10	0	0	0
0	11798.03	11842.62	2	22	13	5	0	0
0	101.8	101.8	1	5	5	1	0	1
0	2888	0	0	158	6	5	0	0
0	246	0	0	113	3	3	0	0
0	0	0	0	0	62	0	1	2
0	0	0	0	0	6	0	0	0
0	1998	0	0	89	2	0	0	0
0	0	0	0	0	2	1	0	0
0	0	0	0	0	22	1	0	4
0	7499	0	0	52	13	6	0	0
0	0	0	0	0	0	1	0	0
1	0	0	0	0	4	0	0	0
0	3880	0	0	124	6	0	0	0
0	1572	1813.9	2	11	0	0	0	0
0	1559	0	0	174	6	2	0	0
0	989	327.01	4	6	8	0	0	1
0	0	0	0	0	3	4	0	0
0	998	1288.95	5	4	11	4	0	0
0	0	0	0	0	4	0	2	14
0	3608.1	3608.1	1	24	71	7	4	1
0	20996	24595	2	5	0	0	0	1
0	0	0	0	0	2	1	0	0
0	11197	8475.91	4	3	5	0	0	0
0	782	285.73	2	2	3	2	0	0
0	1406.4	14.62	1	13	77	7	0	2
0	0	0	0	0	2	1	0	0
0	5688	0	0	63	0	0	0	0
1	8597.01	8597.01	1	22	0	0	0	0
1	949	0	0	124	5	2	0	0
0	13416	0	0	50	2	0	0	0
0	2598	0	0	51	3	0	0	0
0	23775	334.66	1	15	0	0	0	0
0	3588	0	0	159	49	6	0	0
0	0	0	0	0	2	1	0	0
0	6680	681	4	4	1	0	0	0
0	10731.79	24800.49	6	1	39	8	0	0
0	2641.04	6341.17	4	4	10	0	0	0
0	3880	3880	1	1	1	0	0	0
0	6668	0	0	59	1	1	0	0
0	1199	0	0	171	2	0	0	0
0	6288	0	0	43	1	4	0	0
0	9297	0	0	85	11	0	0	0
0	2799	0	0	107	1	0	0	0
0	0	0	0	0	4	2	0	0
0	6858	5740.6	2	3	43	6	0	3
0	12697	22.03	1	7	30	2	0	1
0	999	999	1	4	14	1	0	0
0	798	0	0	169	10	3	0	0
0	1298	1298	1	15	2	0	0	0
1	16595	2296.46	3	8	7	2	0	0
1	4517	0	0	147	6	1	1	0
0	0	0	0	0	1	1	0	0
0	494.91	0	0	54	1	4	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	9	3	0	0
0	2679.25	0	0	148	36	3	0	0
0	0	0	0	0	2	0	0	0
1	1699	1699	1	11	0	0	0	0
0	8199	0	0	165	15	1	0	0
0	4055.45	0	0	33	30	5	0	0
0	2558.01	0	0	82	19	2	1	0
0	4866	8836	2	6	285	12	6	12
1	0	0	0	0	7	1	0	4
1	0	0	0	0	18	0	0	0
1	9825.66	728.19	4	2	13	0	0	1
0	3556.6	0	0	162	1	1	0	0
0	143.1	0	0	175	14	1	1	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	11	0	0	0
0	0	0	0	0	14	5	0	0
1	1359	2754.3	3	1	44	5	0	8
0	7642.81	7642.81	1	1	1	0	0	0
1	2047.05	0	0	136	1	0	0	2
0	998	998	1	1	2	1	0	0
0	3299	0	0	122	1	1	0	0
0	0	0	0	0	3	1	0	0
0	1580	0	0	104	8	0	0	0
0	2340.9	0	0	174	4	2	0	0
0	0	0	0	0	4	2	0	0
0	0	0	0	0	1	0	0	0
0	0.15	0	0	177	27	2	1	1
0	0	0	0	0	0	0	0	0
0	4598	8297	2	1	1	1	0	0
0	369	0	0	38	14	1	1	0
0	999	0	0	173	14	0	1	3
0	999	0	0	172	43	0	0	0
1	0	0	0	0	13	1	0	0
0	1670.62	0	0	149	4	2	0	1
0	497	0	0	175	13	2	0	0
0	7298	0	0	63	0	0	0	0
0	99.6	99.6	1	26	1	0	0	0
0	5690	6005.92	4	14	2	0	0	1
0	0	0	0	0	36	6	0	0
0	0	0	0	0	63	58	0	14
0	899.1	0	0	90	20	0	0	1
0	0	0	0	0	3	1	0	0
0	98.7	188.4	2	4	9	3	0	0
0	19.9	0	0	158	0	0	0	0
0	17094	5267.49	2	2	0	0	0	0
0	5316	4580	1	14	43	3	0	2
1	9536.33	0	0	154	0	0	0	0
0	3359	0	0	140	2	0	0	0
0	7848	7848	1	1	49	5	0	9
0	18.1	0	0	86	2	0	0	0
0	12299	12299	1	1	16	2	0	0
0	4292	1884.43	6	2	9	5	0	0
0	1698	0	0	99	5	1	0	0
0	0	0	0	0	3	0	0	0
0	0	0	0	0	3	0	0	0
0	1088	83	1	28	1	0	1	0
0	0	0	0	0	9	1	0	0
1	2009	3689	2	19	1	0	1	1
1	0	0	0	0	60	2	0	4
1	4856	0	0	85	3	3	0	0
1	4060	6512.81	4	13	6	4	0	0
0	5375.03	0	0	173	0	0	0	0
0	299	0	0	177	11	8	0	0
0	0	0	0	0	9	0	1	1
1	251.65	0	0	61	12	3	0	0
0	624	0	0	165	28	1	0	0
1	7789	0	0	123	10	0	0	0
0	0	0	0	0	4	0	0	0
0	0	0	0	0	1	0	0	0
0	274	274	1	3	2	0	0	0
0	658	53.55	2	1	4	1	0	0
0	4299	0	0	147	0	0	2	0
1	0	0	0	0	25	1	0	1
0	2393	0	0	36	2	0	0	0
0	199	199	1	4	12	1	0	1
0	1299.4	0	0	107	10	1	0	0
0	5586	0	0	153	0	0	0	0
0	226	0	0	49	0	0	0	0
0	0	0	0	0	21	0	0	0
0	699	699	1	1	7	1	0	0
0	484	0	0	97	13	0	0	0
1	0	0	0	0	14	3	0	0
0	0	0	0	0	9	3	0	0
0	3189	0	0	31	0	1	0	0
0	1398	0	0	157	16	1	0	0
0	0	0	0	0	8	3	0	0
0	94	0	0	173	4	1	0	0
0	241.4	300.1	3	3	2	0	0	0
0	5984.88	2295.76	2	16	78	5	2	36
0	2297	0	0	37	5	1	0	0
0	7199	7199	1	25	1	0	0	0
0	2154.5	1453.76	1	1	8	0	0	1
0	2768	0	0	31	1	0	0	0
0	0	0	0	0	0	1	0	0
0	0	0	0	0	24	8	1	0
0	0	0	0	0	1	0	0	0
1	4083	0	0	172	0	0	0	4
0	0	0	0	0	2	0	0	0
0	769	89	1	4	3	3	0	0
0	899	0	0	159	2	0	0	0
0	0	0	0	0	2	0	0	0
0	45.9	0	0	59	15	3	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	22	0	0	0
0	3049	0	0	158	38	5	0	1
0	90	0	0	41	15	0	0	0
0	2949	2949	1	8	4	1	0	0
0	1649	0	0	53	58	6	1	1
0	3959	0	0	51	1	0	0	0
0	899	0	0	102	4	2	0	0
0	3860	0	0	127	1	0	0	0
0	168	0	0	92	15	0	0	0
0	8050	8050	1	21	0	1	0	0
0	11800	0	0	165	7	0	1	0
0	3228	58.3	2	11	1	1	0	0
1	0	0	0	0	2	2	0	0
0	2799	290.76	2	4	3	1	0	0
0	99	99	1	11	4	0	0	0
0	1066	0	0	69	3	2	0	0
0	0	0	0	0	3	0	0	0
1	356	279	1	5	5	2	1	0
0	3028.6	3028.6	1	15	4	0	0	0
1	3999	8794.72	3	3	63	4	1	6
1	0	0	0	0	18	6	0	0
0	137	49.7	2	1	4	0	0	0
0	0	0	0	0	0	0	2	1
0	243	243	1	24	2	0	0	0
0	0	0	0	0	21	0	0	1
0	10387	0	0	157	0	0	0	0
0	2498	0	0	163	2	1	0	0
0	9856.51	9856.51	1	1	27	4	0	3
0	18991	18828.58	4	4	1	0	0	1
0	0	0	0	0	0	1	0	0
0	2782	2782	1	5	0	0	0	1
0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0
0	3569	0	0	168	12	2	0	0
0	0	0	0	0	0	0	0	1
0	299	0	0	82	15	0	0	0
0	0	0	0	0	0	0	0	0
0	4590	0	0	33	12	1	0	8
0	52	52	1	16	27	8	0	0
0	101.3	0	0	166	13	0	0	0
0	3198	0	0	41	8	1	0	9
0	1298	0	0	35	6	0	0	0
0	6597	6597	1	5	4	0	0	0
0	41.9	0	0	129	0	4	0	0
0	526.29	0	0	58	0	4	0	0
0	1064	0	0	94	3	1	0	0
0	1599	0	0	108	1	4	0	0
0	0	0	0	0	0	0	0	1
0	0	0	0	0	1	0	0	2
0	5395	27.75	1	1	1	4	0	0
0	0	0	0	0	4	2	0	1
0	998	998	1	10	1	0	0	0
0	7365	7365	1	17	8	2	0	4
0	0	0	0	0	3	2	0	0
1	5849	0	0	44	7	2	0	0
1	6791.82	6791.82	1	4	9	0	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	3	0	0	1
1	4050	8218.5	3	7	0	1	0	0
0	199	0	0	165	4	1	0	1
0	269	0	0	112	20	8	0	4
0	0	0	0	0	1	1	0	0
1	0	0	0	0	11	0	0	0
0	5646	5715	2	25	15	2	0	0
0	5699	0	0	147	8	1	0	0
0	0	0	0	0	5	0	0	0
0	579	0	0	155	6	1	0	0
0	34	0	0	42	1	0	0	0
1	2999	0	0	132	6	0	0	0
0	0	0	0	0	1	1	0	0
0	65	0	0	39	8	0	0	0
1	6736.01	9549	2	13	0	0	0	2
0	0	0	0	0	6	1	0	0
0	1243	0	0	155	3	1	0	0
0	1169	1194.3	2	9	2	0	0	0
1	699	0	0	163	22	0	0	10
0	21722	6454	1	2	1	0	0	0
0	4397	8410.45	3	2	154	7	0	9
1	4478	4478	1	8	2	0	0	0
0	0	0	0	0	25	0	0	0
0	0	0	0	0	1	0	0	0
0	998	0	0	34	15	4	0	0
1	1098	1098	1	1	23	8	1	0
0	0	0	0	0	20	8	0	0
0	0	0	0	0	3	3	0	0
0	2799	0	0	166	3	1	1	0
0	0	0	0	0	1	0	0	0
0	2239.95	1471.85	12	3	1	0	0	0
0	1559	0	0	100	4	0	0	0
0	4399	4924.65	3	5	19	0	0	0
1	1347	0	0	163	4	0	0	0
1	408	0	0	167	6	2	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	2
0	0	0	0	0	12	4	1	0
0	518	0	0	57	2	0	0	1
0	9478	0	0	150	4	1	0	0
0	0	0	0	0	7	3	0	0
0	2538	0	0	169	2	1	0	0
0	90927.04	59.5	1	4	1	0	0	0
1	9240	0	0	149	26	2	0	1
0	113.3	0	0	161	0	0	1	1
0	0	0	0	0	21	2	0	2
0	0	0	0	0	2	1	0	0
0	180	0	0	174	9	3	0	1
0	13.9	0	0	176	0	0	0	0
0	3788	3788	1	3	7	0	0	0
0	0	0	0	0	5	3	0	0
0	3498	3498	1	5	5	0	0	0
0	2828	2828	1	1	3	0	0	0
0	0	0	0	0	8	0	0	0
0	12496.91	3457.01	2	24	63	7	0	2
0	1828	0	0	116	2	1	0	0
0	6901.33	0	0	143	6	1	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	36	0	0	0
0	0	0	0	0	1	1	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	35	1	0	0
0	51392	0	0	154	32	9	0	0
0	0	0	0	0	5	1	0	0
0	8345	5576.69	3	13	55	0	0	0
0	699	0	0	68	2	0	2	0
0	2999	0	0	152	4	1	0	0
1	0	0	0	0	7	3	0	0
0	2308	0	0	159	7	0	0	2
1	213	73	1	5	22	1	1	0
0	0	0	0	0	1	1	0	0
1	3575	4787.7	2	8	27	1	1	1
0	2999	2999	1	5	5	2	0	0
1	10797.6	10797.6	1	6	0	0	0	12
0	0	0	0	0	6	3	0	0
0	0	0	0	0	1	2	0	0
0	0	0	0	0	6	0	0	0
0	289	289	1	8	6	1	0	0
0	1788	0	0	176	19	9	0	0
0	4299	4299	1	21	1	0	0	0
0	246.42	149.78	1	13	2	0	0	0
0	0	0	0	0	24	11	0	0
1	0	0	0	0	56	8	0	6
0	1498	0	0	136	4	4	0	0
0	0	0	0	0	7	2	0	0
0	0	0	0	0	1	1	0	0
0	0	0	0	0	13	2	0	0
1	0	0	0	0	6	0	1	0
0	1299	0	0	171	1	0	0	0
0	918	0	0	156	0	0	0	0
0	0	0	0	0	4	3	0	0
0	0	0	0	0	2	0	0	0
0	643	0	0	150	4	1	0	3
0	0	0	0	0	4	0	0	0
0	188	560	4	11	1	1	0	0
1	522	0	0	39	0	0	0	1
0	0	0	0	0	8	2	0	0
0	10660.13	100.34	1	22	1	0	0	0
0	2699	0	0	71	1	0	0	0
0	1499	0	0	99	18	2	0	0
0	213.57	93.35	2	17	1	0	0	0
0	0	0	0	0	2	0	0	0
0	14390	0	0	83	0	0	0	2
0	0	0	0	0	0	0	0	0
0	2199	0	0	57	8	1	0	1
0	0	0	0	0	0	0	0	1
0	659	0	0	161	0	0	0	0
0	2595	0	0	108	2	0	0	0
0	1562	134.45	2	13	28	0	0	2
0	6104.96	6104.96	1	1	6	1	0	0
0	0	0	0	0	2	1	0	0
0	1886.19	0	0	73	1	0	0	0
0	3999	75	1	9	1	0	0	0
0	99	99	1	16	1	0	0	0
0	2999.01	29.8	1	2	6	2	0	0
0	166.23	0	0	87	3	1	0	0
0	0	0	0	0	12	3	0	0
0	4688	0	0	50	5	1	0	0
0	1859	1849	1	4	3	1	0	0
0	1999	0	0	120	3	1	0	0
0	0	0	0	0	1	0	0	1
0	2297	2198	2	2	0	0	0	0
0	3649	0	0	37	23	2	0	0
1	3299	0	0	35	8	3	0	0
0	20519	646	2	21	38	2	0	1
0	0	0	0	0	5	2	0	0
0	138	138	1	1	3	1	1	0
0	6899	899	1	26	4	1	0	0
0	0	0	0	0	1	0	0	0
0	199	199.02	2	17	4	1	0	0
0	0	0	0	0	1	1	0	0
1	343.2	0	0	162	0	0	0	0
1	0	0	0	0	15	0	0	2
0	0	0	0	0	29	1	0	0
0	3392	115.19	4	1	1	0	0	0
0	0	0	0	0	1	1	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	1	0	0
0	169	0	0	49	7	1	1	0
0	0	0	0	0	7	1	0	0
0	8995.9	305	1	2	3	1	0	0
0	899.2	899.2	1	1	11	2	0	0
0	9075.1	0	0	31	4	0	2	0
0	0	0	0	0	0	0	1	0
0	4880	0	0	164	10	1	0	5
0	0	0	0	0	11	1	1	2
0	131.91	0	0	143	2	0	0	0
0	9956	0	0	45	23	1	1	0
0	4999	0	0	44	1	4	0	0
0	0	0	0	0	2	1	0	0
0	15503	0	0	157	5	1	0	0
0	526.5	0	0	60	1	4	0	0
0	5299	0	0	148	1	1	0	0
0	0	0	0	0	2	0	1	2
0	0	0	0	0	2	0	0	0
0	6099	164.01	2	1	1	4	0	0
0	0	0	0	0	4	2	0	0
1	795.41	0	0	170	11	5	1	1
1	0	0	0	0	10	2	0	0
0	189	189	1	1	15	0	0	0
0	0	0	0	0	7	1	0	0
0	18	0	0	100	2	0	0	0
0	0	0	0	0	2	1	0	0
0	9558	15777	3	1	12	1	0	3
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0
0	9012.56	429	2	1	3	0	0	0
0	0	0	0	0	1	0	0	1
0	1149	2273.8	4	9	8	0	0	0
0	0	0	0	0	1	1	0	0
0	1199	0	0	175	25	0	0	12
0	0	0	0	0	3	1	0	0
0	6174.28	10725.61	3	18	0	0	0	0
0	0	0	0	0	2	0	0	0
0	34.9	0	0	168	9	2	0	0
0	0	0	0	0	1	1	0	0
1	899	0	0	38	6	0	0	0
0	158	158	1	19	7	1	0	3
1	3349	5946.69	3	6	111	3	0	2
0	0	0	0	0	9	2	0	0
0	7148	330.55	5	13	1	1	0	0
0	0	0	0	0	7	1	0	0
0	12452.21	289	1	24	1	0	0	0
1	4748	0	0	125	1	0	0	2
1	0	0	0	0	0	0	2	4
0	0	0	0	0	6	2	0	0
0	4200	4200	1	1	0	0	0	1
0	0	0	0	0	43	1	0	0
0	2880	6277	3	11	6	0	0	4
0	199	0	0	41	11	0	1	0
0	0	0	0	0	5	0	0	0
0	849	0	0	57	5	2	0	0
0	2268	90	1	4	0	0	0	0
0	2199	2497	2	3	1	1	0	0
0	199	0	0	151	2	0	0	0
0	186	201.9	2	20	0	0	0	0
0	2819.79	680.12	6	9	1	0	0	0
1	3049	0	0	154	40	1	0	2
0	0	0	0	0	17	0	0	0
0	2398	0	0	138	4	4	0	0
0	1008	184.2	3	16	4	0	0	0
0	1390	0	0	155	7	2	0	1
0	8599	24046	3	27	16	3	1	0
0	9596	0	0	33	0	0	0	40
0	1899	0	0	160	3	0	0	0
1	18	0	0	174	1	0	0	0
0	8333	0	0	158	4	1	0	0
0	1325.2	89	1	16	5	1	0	0
0	1450	0	0	173	12	5	0	4
1	47	0	0	174	21	0	1	5
0	3680	3094.06	1	2	2	1	0	0
0	0	0	0	0	1	1	0	0
0	6300.6	6300.6	1	10	0	0	0	28
0	0	0	0	0	0	0	0	0
0	6338	6338	1	1	3	0	0	0
1	3419	0	0	161	0	0	0	0
0	0	0	0	0	0	0	0	1
0	168.28	0	0	42	2	0	0	0
0	0	0	0	0	3	2	0	0
0	48318	94211	4	1	0	0	0	0
0	39.6	39.6	1	1	0	0	0	0
0	2274	0	0	53	0	0	0	6
0	139	0	0	173	8	0	0	0
0	2666.26	2666.26	1	27	34	8	0	1
0	0	0	0	0	33	6	1	0
0	8048	3499	1	2	4	1	0	0
0	1560.4	0	0	57	2	2	0	0
0	1399	0	0	120	1	0	0	0
0	1271.95	1065.23	7	6	4	1	0	0
0	0	0	0	0	12	1	0	0
0	0	0	0	0	1	0	0	1
0	0	0	0	0	9	4	0	0
0	469	0	0	175	1	1	0	0
0	2898	0	0	148	2	1	0	0
0	1799	0	0	92	0	0	0	0
0	15.9	0	0	97	1	1	0	0
0	4699	623.71	3	1	1	0	0	0
0	3399	217	1	17	0	0	0	0
0	0	0	0	0	1	0	0	0
1	1588	0	0	165	0	0	0	0
0	0	0	0	0	1	0	0	0
0	4738	0	0	163	1	0	0	0
1	3480	0	0	44	54	14	0	6
0	1299	1299	1	1	7	1	0	0
1	8608.2	20420	11	2	12	9	0	0
1	2699	24.65	1	29	4	0	0	0
0	0	0	0	0	14	0	0	0
0	0	0	0	0	4	0	0	0
0	0	0	0	0	7	0	0	1
0	2128	0	0	167	20	0	0	0
1	107.9	107.9	1	11	13	0	0	0
0	0	0	0	0	3	0	0	0
0	269	183	1	9	4	0	0	0
1	0	0	0	0	3	2	0	0
0	2499	2499	1	3	73	16	0	4
0	0	0	0	0	1	0	0	0
1	0	0	0	0	1	0	0	0
0	0	0	0	0	158	7	0	17
0	3940	0	0	165	3	1	0	1
0	2799	58	1	24	6	0	0	0
0	0	0	0	0	3	0	0	0
0	5678	0	0	74	1	0	0	0
0	1248	0	0	168	20	0	0	3
0	2799	0	0	34	0	0	1	0
