label	diff_rgst	age	gender	bh_gender	purchase_power
0	NULL	NULL	NULL	NULL	NULL
0	258	27	NULL	NULL	NULL
0	258	32	NULL	NULL	NULL
0	258	NULL	NULL	NULL	NULL
0	257	NULL	NULL	NULL	NULL
0	257	50	NULL	NULL	NULL
0	250	46	NULL	NULL	NULL
0	249	24	NULL	NULL	NULL
0	254	27	NULL	NULL	NULL
0	245	36	NULL	NULL	NULL
0	249	NULL	NULL	NULL	NULL
1	258	25	NULL	NULL	NULL
0	257	30	NULL	NULL	NULL
0	NULL	NULL	N	N	2
1	253	31	NULL	NULL	NULL
0	258	29	NULL	NULL	NULL
1	256	28	NULL	NULL	NULL
1	253	29	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	258	31	NULL	NULL	NULL
1	253	NULL	NULL	NULL	NULL
0	249	NULL	NULL	NULL	NULL
0	246	25	NULL	NULL	NULL
0	257	24	M	M	2
0	251	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	258	NULL	NULL	NULL	NULL
0	258	NULL	NULL	NULL	NULL
0	252	36	M	M	2
1	257	27	NULL	NULL	NULL
0	253	27	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	257	36	M	A	3
0	257	NULL	NULL	NULL	NULL
0	258	54	M	N	3
0	NULL	NULL	NULL	NULL	NULL
0	258	30	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	258	NULL	NULL	NULL	NULL
0	258	34	F	N	3
0	254	NULL	NULL	NULL	NULL
0	257	43	NULL	NULL	NULL
0	258	NULL	NULL	NULL	NULL
0	257	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	M	F	3
0	251	38	NULL	NULL	NULL
0	NULL	NULL	F	N	3
0	257	34	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	258	27	F	N	2
1	NULL	NULL	NULL	NULL	NULL
0	258	29	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	258	35	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	251	20	M	N	2
0	257	NULL	NULL	NULL	NULL
0	248	32	NULL	NULL	NULL
0	255	34	NULL	NULL	NULL
0	258	23	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	255	25	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	254	22	NULL	NULL	NULL
0	253	NULL	NULL	NULL	NULL
0	253	NULL	NULL	NULL	NULL
0	255	42	NULL	NULL	NULL
0	258	31	NULL	NULL	NULL
0	253	35	NULL	NULL	NULL
0	250	35	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	258	1	NULL	NULL	NULL
0	256	NULL	NULL	NULL	NULL
1	256	22	NULL	NULL	NULL
0	251	21	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	256	35	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	247	27	NULL	NULL	NULL
0	248	32	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	246	46	NULL	NULL	NULL
0	254	31	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	253	NULL	NULL	NULL	NULL
0	257	22	NULL	NULL	NULL
1	255	NULL	NULL	NULL	NULL
0	256	31	NULL	NULL	NULL
0	257	NULL	M	N	NULL
0	257	34	NULL	NULL	NULL
0	257	34	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	256	29	NULL	NULL	NULL
1	247	20	NULL	NULL	NULL
1	252	NULL	NULL	NULL	NULL
0	257	53	NULL	NULL	NULL
0	246	48	NULL	NULL	NULL
0	244	NULL	NULL	NULL	NULL
0	254	27	M	M	1
0	NULL	NULL	M	N	2
0	NULL	NULL	NULL	NULL	NULL
0	256	30	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	257	25	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	257	26	NULL	NULL	NULL
0	252	26	NULL	NULL	NULL
0	257	27	NULL	NULL	NULL
0	257	31	NULL	NULL	NULL
0	244	32	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	257	22	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	256	46	M	A	2
0	247	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	256	0	F	N	NULL
0	254	29	NULL	NULL	NULL
1	252	NULL	NULL	NULL	NULL
0	257	26	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	257	NULL	NULL	NULL	NULL
0	246	NULL	NULL	NULL	NULL
0	246	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	256	41	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	257	50	NULL	NULL	NULL
0	246	28	NULL	NULL	NULL
1	246	50	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
1	250	NULL	N	N	2
0	257	NULL	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	257	29	NULL	NULL	NULL
1	250	NULL	NULL	NULL	NULL
0	257	28	NULL	NULL	NULL
0	257	36	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
0	257	NULL	NULL	NULL	NULL
0	256	NULL	NULL	NULL	NULL
0	257	NULL	NULL	NULL	NULL
0	257	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	245	NULL	N	N	2
0	253	40	F	N	2
0	257	NULL	N	N	3
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	249	NULL	N	N	NULL
0	255	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	249	27	NULL	NULL	NULL
0	257	46	M	N	3
0	256	15	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	257	28	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	253	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	256	35	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	254	24	NULL	NULL	NULL
1	252	29	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	257	27	M	N	2
0	256	30	M	N	NULL
0	255	28	NULL	NULL	NULL
0	252	30	F	F	2
0	256	22	NULL	NULL	NULL
0	248	NULL	NULL	NULL	NULL
1	250	30	NULL	NULL	NULL
0	252	40	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	NULL	NULL	M	M	2
0	256	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	257	NULL	NULL	NULL	NULL
0	257	71	NULL	NULL	NULL
0	254	27	NULL	NULL	NULL
1	248	24	NULL	NULL	NULL
0	255	46	NULL	NULL	NULL
0	245	21	NULL	NULL	NULL
0	246	45	M	A	2
0	248	NULL	NULL	NULL	NULL
0	256	31	NULL	NULL	NULL
0	256	29	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	251	21	NULL	NULL	NULL
0	254	52	NULL	NULL	NULL
0	248	27	M	M	3
1	NULL	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	255	31	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	255	42	NULL	NULL	NULL
0	250	30	NULL	NULL	NULL
0	256	50	NULL	NULL	NULL
0	256	NULL	NULL	NULL	NULL
0	253	38	NULL	NULL	NULL
0	254	31	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
0	250	27	M	N	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	251	48	M	N	3
0	256	32	NULL	NULL	NULL
0	256	25	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	256	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	249	32	NULL	NULL	NULL
0	254	27	NULL	NULL	NULL
0	256	NULL	F	A	3
1	251	NULL	NULL	NULL	NULL
0	253	38	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	246	42	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	256	0	F	N	2
0	256	NULL	NULL	NULL	NULL
0	249	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	247	NULL	NULL	NULL	NULL
1	252	35	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	246	40	NULL	NULL	NULL
0	254	27	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	250	34	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	255	30	NULL	NULL	NULL
1	255	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	256	28	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	244	NULL	NULL	NULL	NULL
0	246	24	NULL	NULL	NULL
1	250	NULL	NULL	NULL	NULL
0	256	35	NULL	NULL	NULL
0	256	30	M	N	2
0	254	NULL	NULL	NULL	NULL
0	253	NULL	NULL	NULL	NULL
0	253	NULL	NULL	NULL	NULL
0	NULL	NULL	M	N	NULL
1	251	NULL	NULL	NULL	NULL
0	256	35	F	N	1
0	253	33	M	N	NULL
0	NULL	NULL	NULL	NULL	NULL
0	244	31	NULL	NULL	NULL
0	256	28	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	255	31	NULL	NULL	NULL
0	254	25	NULL	NULL	NULL
0	254	25	NULL	NULL	NULL
0	247	NULL	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
1	254	NULL	NULL	NULL	NULL
0	254	27	NULL	NULL	NULL
0	244	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	248	NULL	NULL	NULL	NULL
0	254	25	NULL	NULL	NULL
0	255	0	M	M	3
0	255	31	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	253	28	NULL	NULL	NULL
0	255	31	M	M	1
1	250	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
1	255	28	NULL	NULL	NULL
0	245	NULL	NULL	NULL	NULL
0	245	32	NULL	NULL	NULL
0	253	25	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	253	25	NULL	NULL	NULL
0	253	26	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	245	27	NULL	NULL	NULL
0	242	33	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	244	NULL	NULL	NULL	NULL
0	254	36	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	253	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	255	29	NULL	NULL	NULL
0	255	22	NULL	NULL	NULL
1	250	51	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	249	50	M	N	1
0	247	51	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	252	26	NULL	NULL	NULL
0	247	60	NULL	NULL	NULL
0	250	61	NULL	NULL	NULL
0	244	NULL	NULL	NULL	NULL
0	255	21	NULL	NULL	NULL
1	254	36	NULL	NULL	NULL
0	243	NULL	NULL	NULL	NULL
0	253	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	255	35	NULL	NULL	NULL
0	255	42	NULL	NULL	NULL
0	255	27	M	N	1
0	255	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	244	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
1	250	NULL	NULL	NULL	NULL
0	243	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	254	38	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	243	NULL	NULL	NULL	NULL
0	255	27	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	NULL	NULL	M	N	1
0	247	NULL	NULL	NULL	NULL
0	254	26	NULL	NULL	NULL
1	248	NULL	NULL	NULL	NULL
0	253	NULL	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	254	30	NULL	NULL	NULL
0	255	27	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
0	255	38	M	N	3
0	255	NULL	NULL	NULL	NULL
0	255	29	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	255	NULL	NULL	NULL	NULL
0	243	NULL	NULL	NULL	NULL
1	250	29	F	N	2
0	243	22	M	N	1
0	249	33	NULL	NULL	NULL
0	251	40	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
1	253	NULL	NULL	NULL	NULL
0	250	1	N	N	0
1	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	245	32	NULL	NULL	NULL
0	253	41	NULL	NULL	NULL
0	247	29	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	248	NULL	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	NULL	NULL	F	N	4
0	254	35	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	252	29	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	245	24	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
0	253	22	NULL	NULL	NULL
1	253	NULL	NULL	NULL	NULL
1	248	29	NULL	NULL	NULL
0	253	37	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	246	39	F	F	3
0	250	NULL	NULL	NULL	NULL
0	253	30	NULL	NULL	NULL
0	254	24	NULL	NULL	NULL
0	245	NULL	NULL	NULL	NULL
0	246	NULL	NULL	NULL	NULL
0	NULL	NULL	M	F	1
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	254	30	F	M	2
1	NULL	NULL	NULL	NULL	NULL
0	243	36	NULL	NULL	NULL
0	253	NULL	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	253	45	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	254	42	F	N	2
0	NULL	NULL	NULL	NULL	NULL
0	249	25	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	250	35	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	248	25	NULL	NULL	NULL
1	246	31	NULL	NULL	NULL
1	247	18	NULL	NULL	NULL
1	249	23	NULL	NULL	NULL
0	253	31	NULL	NULL	NULL
1	249	37	NULL	NULL	NULL
0	249	32	NULL	NULL	NULL
0	254	30	NULL	NULL	NULL
0	254	26	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	253	38	F	F	2
0	251	-1	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	253	37	NULL	NULL	NULL
0	241	31	NULL	NULL	NULL
0	244	36	NULL	NULL	NULL
0	242	29	NULL	NULL	NULL
1	247	40	M	M	2
0	247	NULL	NULL	NULL	NULL
0	246	NULL	NULL	NULL	NULL
0	252	1	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	247	NULL	NULL	NULL	NULL
0	252	42	NULL	NULL	NULL
0	249	35	NULL	NULL	NULL
0	248	NULL	NULL	NULL	NULL
0	250	37	NULL	NULL	NULL
0	254	27	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	253	NULL	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
1	252	NULL	NULL	NULL	NULL
0	248	39	M	N	3
0	249	28	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	254	24	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	252	0	F	N	2
1	253	NULL	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
0	253	28	NULL	NULL	NULL
0	249	34	NULL	NULL	NULL
0	254	NULL	NULL	NULL	NULL
0	252	NULL	M	N	2
0	253	45	NULL	NULL	NULL
0	249	NULL	NULL	NULL	NULL
1	243	NULL	NULL	NULL	NULL
1	242	NULL	NULL	NULL	NULL
0	250	46	NULL	NULL	NULL
0	246	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	252	34	NULL	NULL	NULL
0	245	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	244	27	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	249	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	252	23	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	247	NULL	NULL	NULL	NULL
0	253	47	M	N	3
0	253	40	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	251	26	NULL	NULL	NULL
0	252	35	NULL	NULL	NULL
0	244	NULL	NULL	NULL	NULL
1	250	27	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
1	248	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	253	NULL	NULL	NULL	NULL
0	246	NULL	NULL	NULL	NULL
0	NULL	NULL	M	F	2
1	NULL	NULL	NULL	NULL	NULL
0	250	36	NULL	NULL	NULL
1	252	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	242	NULL	NULL	NULL	NULL
0	253	59	NULL	NULL	NULL
0	249	0	NULL	NULL	NULL
0	253	31	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
1	244	NULL	NULL	NULL	NULL
0	251	32	NULL	NULL	NULL
0	253	NULL	N	N	3
0	NULL	NULL	NULL	NULL	NULL
0	246	28	NULL	NULL	NULL
0	NULL	NULL	F	N	3
0	253	31	NULL	NULL	NULL
0	253	29	NULL	NULL	NULL
0	248	38	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	253	25	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	244	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	252	32	NULL	NULL	NULL
0	248	32	NULL	NULL	NULL
0	244	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	241	38	NULL	NULL	NULL
1	246	45	NULL	NULL	NULL
0	245	0	NULL	NULL	NULL
0	252	32	NULL	NULL	NULL
0	253	37	NULL	NULL	NULL
1	249	26	NULL	NULL	NULL
0	253	30	NULL	NULL	NULL
0	241	14	NULL	NULL	NULL
0	252	29	NULL	NULL	NULL
1	240	0	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	246	25	NULL	NULL	NULL
0	253	25	NULL	NULL	NULL
0	248	37	NULL	NULL	NULL
0	253	31	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
0	243	0	NULL	NULL	NULL
0	245	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	247	1	NULL	NULL	NULL
0	247	NULL	NULL	NULL	NULL
0	246	36	NULL	NULL	NULL
0	240	43	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	252	36	NULL	NULL	NULL
0	247	NULL	NULL	NULL	NULL
0	247	0	NULL	NULL	NULL
0	251	17	M	N	3
1	NULL	NULL	NULL	NULL	NULL
0	245	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	251	31	NULL	NULL	NULL
1	241	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
1	248	NULL	NULL	NULL	NULL
1	249	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	251	36	NULL	NULL	NULL
0	250	32	NULL	NULL	NULL
0	252	35	NULL	NULL	NULL
0	252	41	NULL	NULL	NULL
0	242	NULL	NULL	NULL	NULL
0	249	60	M	N	5
0	241	NULL	NULL	NULL	NULL
1	244	NULL	NULL	NULL	NULL
0	250	49	NULL	NULL	NULL
0	246	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	247	NULL	NULL	NULL	NULL
0	242	NULL	NULL	NULL	NULL
1	239	23	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	252	26	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	241	NULL	NULL	NULL	NULL
0	252	37	NULL	NULL	NULL
0	243	31	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	247	NULL	NULL	NULL	NULL
0	252	0	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	251	35	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
1	247	NULL	NULL	NULL	NULL
0	252	34	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	252	28	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	251	35	NULL	NULL	NULL
0	248	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	241	30	NULL	NULL	NULL
0	252	36	NULL	NULL	NULL
0	251	30	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	247	NULL	NULL	NULL	NULL
1	246	NULL	NULL	NULL	NULL
0	249	53	NULL	NULL	NULL
0	252	41	F	F	2
0	239	NULL	NULL	NULL	NULL
0	250	30	NULL	NULL	NULL
0	252	1	M	M	1
0	244	NULL	NULL	NULL	NULL
1	248	NULL	NULL	NULL	NULL
0	252	NULL	NULL	NULL	NULL
0	247	27	F	N	2
0	251	NULL	NULL	NULL	NULL
0	239	29	NULL	NULL	NULL
0	246	33	NULL	NULL	NULL
0	244	NULL	NULL	NULL	NULL
0	252	28	NULL	NULL	NULL
1	250	29	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
0	251	25	NULL	NULL	NULL
0	240	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	247	41	NULL	NULL	NULL
0	244	47	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	243	NULL	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	247	NULL	NULL	NULL	NULL
1	250	25	N	N	1
1	244	29	M	N	1
0	NULL	NULL	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	250	50	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
0	243	46	NULL	NULL	NULL
0	251	23	NULL	NULL	NULL
0	246	NULL	NULL	NULL	NULL
0	251	38	NULL	NULL	NULL
0	246	NULL	NULL	NULL	NULL
1	246	46	NULL	NULL	NULL
1	246	NULL	NULL	NULL	NULL
0	249	NULL	NULL	NULL	NULL
0	251	49	NULL	NULL	NULL
0	244	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	242	30	NULL	NULL	NULL
0	241	NULL	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
0	247	27	NULL	NULL	NULL
0	251	27	NULL	NULL	NULL
0	248	29	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	250	40	NULL	NULL	NULL
0	251	33	NULL	NULL	NULL
0	249	NULL	NULL	NULL	NULL
0	251	26	M	N	2
0	251	NULL	NULL	NULL	NULL
0	251	27	F	N	2
1	244	31	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	244	NULL	NULL	NULL	NULL
0	251	47	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
0	239	NULL	NULL	NULL	NULL
0	247	34	NULL	NULL	NULL
0	240	25	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	251	30	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	247	45	NULL	NULL	NULL
0	246	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	250	37	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	251	47	NULL	NULL	NULL
0	250	38	NULL	NULL	NULL
0	242	28	NULL	NULL	NULL
1	242	0	NULL	NULL	NULL
0	241	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	248	48	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	248	27	M	M	2
1	NULL	NULL	NULL	NULL	NULL
0	251	7	NULL	NULL	NULL
0	248	33	NULL	NULL	NULL
0	244	35	NULL	NULL	NULL
0	247	NULL	NULL	NULL	NULL
0	251	NULL	NULL	NULL	NULL
0	251	46	NULL	NULL	NULL
0	251	0	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	250	40	F	N	2
1	246	NULL	NULL	NULL	NULL
0	246	22	NULL	NULL	NULL
0	251	42	M	N	3
0	250	NULL	NULL	NULL	NULL
0	246	26	M	N	1
0	249	36	NULL	NULL	NULL
0	246	NULL	NULL	NULL	NULL
1	249	40	NULL	NULL	NULL
0	250	27	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
1	246	NULL	NULL	NULL	NULL
0	250	39	M	N	3
0	247	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	249	35	M	M	3
0	251	NULL	NULL	NULL	NULL
0	247	30	NULL	NULL	NULL
0	241	NULL	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	241	NULL	NULL	NULL	NULL
0	243	40	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
0	250	42	NULL	NULL	NULL
0	240	NULL	NULL	NULL	NULL
0	248	NULL	NULL	NULL	NULL
0	250	31	NULL	NULL	NULL
0	250	NULL	NULL	NULL	NULL
