label	diff_rgst	age	gender	bh_gender	purchase_power
0	1334	43	NULL	NULL	NULL
1	1335	43	NULL	NULL	NULL
1	1337	26	NULL	NULL	NULL
0	2537	58	NULL	NULL	NULL
1	1337	41	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1339	24	NULL	NULL	NULL
0	1339	8	NULL	NULL	NULL
0	1332	34	NULL	NULL	NULL
0	1339	32	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1339	32	M	N	2
0	1330	47	NULL	NULL	NULL
0	1339	27	NULL	NULL	NULL
0	1340	52	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1339	NULL	NULL	NULL	NULL
0	1329	32	NULL	NULL	NULL
0	1340	36	NULL	NULL	NULL
0	1335	50	NULL	NULL	NULL
0	1339	50	NULL	NULL	NULL
0	1340	35	F	N	2
0	1338	30	NULL	NULL	NULL
0	1339	37	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1336	NULL	NULL	NULL	NULL
0	1333	32	NULL	NULL	NULL
1	1333	31	M	F	2
0	NULL	NULL	F	F	1
0	1339	1	M	M	1
1	1329	39	M	N	4
0	1338	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1328	29	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1339	36	M	M	3
0	1333	28	NULL	NULL	NULL
0	1330	31	NULL	NULL	NULL
0	1338	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1332	42	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1339	27	M	N	2
0	1339	36	NULL	NULL	NULL
1	1338	26	NULL	NULL	NULL
0	1335	33	NULL	NULL	NULL
0	1333	37	M	N	1
0	1338	NULL	NULL	NULL	NULL
0	1339	37	NULL	NULL	NULL
0	1339	41	NULL	NULL	NULL
0	1326	33	M	N	2
0	1338	36	NULL	NULL	NULL
1	1338	NULL	NULL	NULL	NULL
0	1339	28	NULL	NULL	NULL
1	1335	NULL	NULL	NULL	NULL
0	1337	NULL	NULL	NULL	NULL
0	1339	32	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1336	41	NULL	NULL	NULL
0	1339	27	NULL	NULL	NULL
0	1334	NULL	NULL	NULL	NULL
0	1339	1	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1338	32	NULL	NULL	NULL
1	1334	29	F	F	2
1	1339	2	NULL	NULL	NULL
0	1338	29	NULL	NULL	NULL
0	1339	35	M	N	4
0	1338	53	NULL	NULL	NULL
0	1326	1	NULL	NULL	NULL
0	1338	42	NULL	NULL	NULL
0	1339	0	M	M	2
0	1330	37	NULL	NULL	NULL
0	1338	31	NULL	NULL	NULL
1	1334	NULL	NULL	NULL	NULL
1	1328	25	NULL	NULL	NULL
0	1338	28	M	M	1
0	1335	34	NULL	NULL	NULL
0	1335	NULL	NULL	NULL	NULL
0	1337	33	NULL	NULL	NULL
0	1339	31	NULL	NULL	NULL
0	1339	30	M	N	0
0	NULL	NULL	NULL	NULL	NULL
0	1338	30	NULL	NULL	NULL
0	1337	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1337	2	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1335	NULL	NULL	NULL	NULL
1	1333	NULL	NULL	NULL	NULL
1	1338	28	NULL	NULL	NULL
0	1334	34	M	M	2
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1330	37	NULL	NULL	NULL
0	1333	36	F	A	3
0	1338	35	NULL	NULL	NULL
1	1334	33	M	N	3
0	1334	NULL	NULL	NULL	NULL
0	1332	28	NULL	NULL	NULL
0	1337	40	NULL	NULL	NULL
0	1338	32	NULL	NULL	NULL
1	1332	31	NULL	NULL	NULL
0	1324	35	NULL	NULL	NULL
0	1337	30	NULL	NULL	NULL
0	1336	27	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1326	31	NULL	NULL	NULL
0	1334	30	NULL	NULL	NULL
1	1332	31	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1325	48	M	A	3
0	1332	30	NULL	NULL	NULL
0	1334	31	M	N	2
0	1328	32	NULL	NULL	NULL
0	1337	46	NULL	NULL	NULL
0	1329	35	F	N	2
1	NULL	NULL	NULL	NULL	NULL
0	1336	27	NULL	NULL	NULL
1	1330	1	NULL	NULL	NULL
0	1336	23	NULL	NULL	NULL
0	1330	40	NULL	NULL	NULL
0	1337	36	NULL	NULL	NULL
1	1336	1	NULL	NULL	NULL
0	1337	29	NULL	NULL	NULL
0	1336	28	M	N	2
0	1337	1	M	M	NULL
1	1336	53	NULL	NULL	NULL
0	1335	NULL	NULL	NULL	NULL
0	1336	30	NULL	NULL	NULL
0	1337	36	NULL	NULL	NULL
0	1336	NULL	NULL	NULL	NULL
0	1333	40	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1325	29	NULL	NULL	NULL
0	1335	26	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1329	34	NULL	NULL	NULL
0	1335	33	M	M	1
0	1335	40	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1335	23	NULL	NULL	NULL
0	1331	38	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1335	NULL	NULL	NULL	NULL
0	1335	0	NULL	NULL	NULL
0	1330	NULL	NULL	NULL	NULL
0	1336	NULL	NULL	NULL	NULL
0	1336	32	NULL	NULL	NULL
0	1335	30	NULL	NULL	NULL
0	1336	1	NULL	NULL	NULL
0	1329	24	NULL	NULL	NULL
0	1334	39	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1335	33	NULL	NULL	NULL
0	1335	29	NULL	NULL	NULL
0	1322	28	NULL	NULL	NULL
0	1325	28	NULL	NULL	NULL
0	1326	23	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1335	28	NULL	NULL	NULL
0	1332	29	NULL	NULL	NULL
0	1330	34	NULL	NULL	NULL
0	1334	24	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1329	NULL	NULL	NULL	NULL
1	1324	29	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1335	NULL	NULL	NULL	NULL
0	1332	1	NULL	NULL	NULL
0	1335	34	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1335	30	NULL	NULL	NULL
0	1335	NULL	NULL	NULL	NULL
0	1329	NULL	NULL	NULL	NULL
0	1334	NULL	NULL	NULL	NULL
0	1334	NULL	NULL	NULL	NULL
0	1331	23	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1347	23	M	M	2
0	1332	35	NULL	NULL	NULL
1	1331	30	NULL	NULL	NULL
0	1331	48	NULL	NULL	NULL
0	1334	29	NULL	NULL	NULL
0	1325	30	NULL	NULL	NULL
0	1325	29	NULL	NULL	NULL
0	1333	29	NULL	NULL	NULL
0	1334	NULL	NULL	NULL	NULL
0	1325	27	NULL	NULL	NULL
1	1324	30	NULL	NULL	NULL
0	1334	35	NULL	NULL	NULL
0	1334	40	M	M	NULL
0	1332	34	NULL	NULL	NULL
0	1333	36	NULL	NULL	NULL
0	1331	NULL	NULL	NULL	NULL
0	1326	26	NULL	NULL	NULL
0	1333	36	NULL	NULL	NULL
0	1332	42	NULL	NULL	NULL
0	1332	33	NULL	NULL	NULL
0	1332	23	NULL	NULL	NULL
0	1333	26	NULL	NULL	NULL
0	1333	39	NULL	NULL	NULL
0	1333	31	NULL	NULL	NULL
0	1332	40	NULL	NULL	NULL
0	1333	38	NULL	NULL	NULL
1	1328	26	NULL	NULL	NULL
0	1332	31	NULL	NULL	NULL
0	1333	28	NULL	NULL	NULL
1	1326	27	NULL	NULL	NULL
0	NULL	NULL	M	A	3
0	1328	30	NULL	NULL	NULL
0	1333	33	NULL	NULL	NULL
0	1323	35	NULL	NULL	NULL
0	1323	27	NULL	NULL	NULL
0	1332	23	NULL	NULL	NULL
0	1321	31	NULL	NULL	NULL
0	1332	41	F	F	4
0	1321	NULL	NULL	NULL	NULL
0	1333	34	F	F	2
0	1323	32	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1322	41	NULL	NULL	NULL
0	1328	36	NULL	NULL	NULL
0	NULL	NULL	F	N	2
0	1330	37	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1330	25	NULL	NULL	NULL
0	1332	NULL	NULL	NULL	NULL
0	1331	27	NULL	NULL	NULL
0	1331	30	NULL	NULL	NULL
0	1332	31	NULL	NULL	NULL
0	1327	2	NULL	NULL	NULL
1	1327	45	NULL	NULL	NULL
0	1332	28	NULL	NULL	NULL
0	1331	44	NULL	NULL	NULL
0	1331	117	NULL	NULL	NULL
0	1332	27	NULL	NULL	NULL
0	1328	32	NULL	NULL	NULL
0	1331	37	NULL	NULL	NULL
0	1332	35	NULL	NULL	NULL
0	NULL	NULL	M	M	1
0	1330	33	NULL	NULL	NULL
0	1320	31	NULL	NULL	NULL
0	1325	37	NULL	NULL	NULL
1	1319	23	NULL	NULL	NULL
0	1319	31	NULL	NULL	NULL
0	1327	31	NULL	NULL	NULL
0	1326	NULL	NULL	NULL	NULL
0	1326	NULL	NULL	NULL	NULL
0	1329	68	NULL	NULL	NULL
0	1331	37	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1328	42	NULL	NULL	NULL
0	1319	35	NULL	NULL	NULL
0	1331	31	NULL	NULL	NULL
1	1322	31	NULL	NULL	NULL
0	1331	27	NULL	NULL	NULL
1	1324	26	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1326	31	NULL	NULL	NULL
0	1326	34	NULL	NULL	NULL
0	1329	29	NULL	NULL	NULL
1	1330	38	NULL	NULL	NULL
0	1328	1	NULL	NULL	NULL
0	1323	38	NULL	NULL	NULL
0	1328	NULL	NULL	NULL	NULL
0	1327	29	NULL	NULL	NULL
0	1329	28	NULL	NULL	NULL
0	1329	48	NULL	NULL	NULL
0	1328	NULL	NULL	NULL	NULL
0	1322	38	NULL	NULL	NULL
0	1329	NULL	NULL	NULL	NULL
0	1328	27	M	A	2
0	1330	26	NULL	NULL	NULL
1	1328	54	NULL	NULL	NULL
0	1330	59	M	M	3
0	1329	NULL	NULL	NULL	NULL
0	1329	49	NULL	NULL	NULL
0	1330	NULL	NULL	NULL	NULL
0	1330	29	NULL	NULL	NULL
0	1330	30	NULL	NULL	NULL
0	1323	NULL	NULL	NULL	NULL
1	1330	32	NULL	NULL	NULL
0	1330	33	NULL	NULL	NULL
0	1330	31	M	M	2
1	1320	28	NULL	NULL	NULL
0	1328	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1329	47	M	M	2
0	1322	29	NULL	NULL	NULL
1	1324	60	NULL	NULL	NULL
0	1328	NULL	NULL	NULL	NULL
0	1328	NULL	NULL	NULL	NULL
0	1329	37	NULL	NULL	NULL
1	1325	46	F	M	2
0	1317	31	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1325	0	NULL	NULL	NULL
0	1327	35	NULL	NULL	NULL
0	1327	NULL	NULL	NULL	NULL
0	1328	46	NULL	NULL	NULL
1	1321	28	M	M	2
0	1329	29	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1327	NULL	NULL	NULL	NULL
0	1329	0	NULL	NULL	NULL
0	1328	NULL	NULL	NULL	NULL
0	1328	33	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	F	N	2
0	1328	NULL	NULL	NULL	NULL
0	1322	39	M	N	1
0	1328	36	NULL	NULL	NULL
0	1328	33	NULL	NULL	NULL
0	1328	43	NULL	NULL	NULL
0	1315	32	NULL	NULL	NULL
0	1328	33	F	F	3
1	1317	38	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1326	33	NULL	NULL	NULL
1	1323	NULL	NULL	NULL	NULL
1	1323	42	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1316	36	NULL	NULL	NULL
0	1328	28	M	N	2
1	1320	27	F	F	2
0	1328	35	NULL	NULL	NULL
0	1328	32	NULL	NULL	NULL
0	NULL	NULL	M	N	3
0	1326	29	NULL	NULL	NULL
0	1327	32	NULL	NULL	NULL
0	1326	27	NULL	NULL	NULL
1	1326	36	NULL	NULL	NULL
0	1317	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1326	23	NULL	NULL	NULL
0	1528	27	F	N	2
0	1324	35	NULL	NULL	NULL
1	1322	35	NULL	NULL	NULL
1	1322	26	NULL	NULL	NULL
0	1326	25	NULL	NULL	NULL
0	1327	36	NULL	NULL	NULL
0	1325	31	NULL	NULL	NULL
0	1321	32	NULL	NULL	NULL
0	1324	47	NULL	NULL	NULL
0	1327	1	F	F	2
1	1324	35	NULL	NULL	NULL
1	1327	30	NULL	NULL	NULL
0	1319	43	NULL	NULL	NULL
0	1318	45	NULL	NULL	NULL
0	1326	29	M	N	1
0	1326	NULL	N	N	3
0	1317	27	NULL	NULL	NULL
0	1325	37	NULL	NULL	NULL
0	1325	NULL	NULL	NULL	NULL
0	1323	31	NULL	NULL	NULL
0	1322	27	NULL	NULL	NULL
0	1325	23	M	A	3
0	1323	NULL	NULL	NULL	NULL
0	1326	34	NULL	NULL	NULL
0	1319	37	NULL	NULL	NULL
0	1325	37	M	N	2
0	NULL	NULL	NULL	NULL	NULL
0	1324	27	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1322	NULL	NULL	NULL	NULL
1	1322	39	NULL	NULL	NULL
0	1324	30	M	N	3
0	1318	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1321	30	M	M	NULL
0	1326	1	F	N	2
0	NULL	NULL	NULL	NULL	NULL
0	1319	30	NULL	NULL	NULL
1	1320	NULL	NULL	NULL	NULL
0	1323	31	NULL	NULL	NULL
0	1318	NULL	NULL	NULL	NULL
0	1323	NULL	NULL	NULL	NULL
0	1326	31	NULL	NULL	NULL
0	1325	28	NULL	NULL	NULL
0	1325	30	NULL	NULL	NULL
0	1326	22	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1325	4	NULL	NULL	NULL
0	1325	39	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1320	43	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1324	26	NULL	NULL	NULL
0	1312	46	NULL	NULL	NULL
0	1325	48	F	N	3
0	1325	35	NULL	NULL	NULL
0	1325	31	NULL	NULL	NULL
0	1325	26	NULL	NULL	NULL
0	1323	NULL	NULL	NULL	NULL
0	1325	26	NULL	NULL	NULL
0	1325	10	NULL	NULL	NULL
0	1319	NULL	NULL	NULL	NULL
0	1324	43	NULL	NULL	NULL
0	1314	NULL	NULL	NULL	NULL
0	1324	24	NULL	NULL	NULL
0	1324	31	NULL	NULL	NULL
0	1322	NULL	NULL	NULL	NULL
0	1318	31	NULL	NULL	NULL
0	1319	34	NULL	NULL	NULL
0	1324	NULL	NULL	NULL	NULL
0	NULL	NULL	F	N	1
0	3423	49	NULL	NULL	NULL
0	1322	0	NULL	NULL	NULL
0	1322	37	M	N	NULL
1	1316	28	NULL	NULL	NULL
0	1324	25	NULL	NULL	NULL
0	1311	44	NULL	NULL	NULL
0	1321	53	M	M	2
0	1324	40	M	N	2
0	NULL	NULL	NULL	NULL	NULL
0	3673	34	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1320	35	M	M	2
0	1323	51	NULL	NULL	NULL
0	1316	25	NULL	NULL	NULL
0	1314	30	NULL	NULL	NULL
0	1321	52	NULL	NULL	NULL
0	1316	42	NULL	NULL	NULL
0	1320	36	NULL	NULL	NULL
0	1324	NULL	NULL	NULL	NULL
0	1322	34	NULL	NULL	NULL
0	1323	27	NULL	NULL	NULL
0	1318	39	NULL	NULL	NULL
0	1323	31	NULL	NULL	NULL
0	1311	35	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1322	36	NULL	NULL	NULL
0	2080	40	NULL	NULL	NULL
0	1323	45	NULL	NULL	NULL
0	1319	30	NULL	NULL	NULL
0	1324	1	NULL	NULL	NULL
0	1312	32	NULL	NULL	NULL
0	1324	30	NULL	NULL	NULL
0	1323	2	NULL	NULL	NULL
0	1321	33	NULL	NULL	NULL
1	1317	40	NULL	NULL	NULL
0	1324	26	NULL	NULL	NULL
0	2307	29	M	F	3
0	1322	29	NULL	NULL	NULL
0	1322	39	NULL	NULL	NULL
0	1311	43	NULL	NULL	NULL
0	1323	NULL	NULL	NULL	NULL
0	1322	1	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1312	32	NULL	NULL	NULL
0	1323	22	NULL	NULL	NULL
0	1315	32	NULL	NULL	NULL
0	1311	NULL	NULL	NULL	NULL
0	1318	28	NULL	NULL	NULL
0	1323	39	NULL	NULL	NULL
0	1316	61	NULL	NULL	NULL
1	1315	31	NULL	NULL	NULL
0	1321	35	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1323	26	NULL	NULL	NULL
0	1323	42	F	N	3
0	1323	28	NULL	NULL	NULL
1	1322	25	NULL	NULL	NULL
0	1320	NULL	NULL	NULL	NULL
0	1321	27	F	F	3
1	1321	38	NULL	NULL	NULL
0	1319	34	NULL	NULL	NULL
0	1313	28	NULL	NULL	NULL
0	1322	31	NULL	NULL	NULL
1	1319	39	NULL	NULL	NULL
0	1313	NULL	NULL	NULL	NULL
0	1323	35	M	N	4
0	NULL	NULL	M	N	3
0	1322	NULL	NULL	NULL	NULL
0	1321	37	F	N	4
0	1322	31	NULL	NULL	NULL
0	1312	33	NULL	NULL	NULL
0	1314	26	F	N	2
1	1315	30	NULL	NULL	NULL
1	1315	32	F	F	4
0	1318	33	NULL	NULL	NULL
0	NULL	NULL	F	A	3
0	1322	NULL	NULL	NULL	NULL
0	1322	1	NULL	NULL	NULL
0	1311	30	NULL	NULL	NULL
0	1322	NULL	NULL	NULL	NULL
0	1317	24	NULL	NULL	NULL
0	1322	34	NULL	NULL	NULL
0	1321	NULL	NULL	NULL	NULL
0	1322	38	NULL	NULL	NULL
0	1319	35	NULL	NULL	NULL
1	1316	47	NULL	NULL	NULL
0	1320	29	NULL	NULL	NULL
1	1317	28	NULL	NULL	NULL
0	1311	NULL	NULL	NULL	NULL
0	1320	117	NULL	NULL	NULL
0	1321	33	NULL	NULL	NULL
0	1322	28	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1321	24	NULL	NULL	NULL
0	1321	43	M	M	2
0	1317	NULL	NULL	NULL	NULL
0	1321	30	NULL	NULL	NULL
0	1320	42	M	M	1
0	1322	NULL	N	N	1
0	1316	31	NULL	NULL	NULL
0	1321	27	NULL	NULL	NULL
0	1322	27	NULL	NULL	NULL
0	1320	NULL	NULL	NULL	NULL
0	1319	38	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1322	43	NULL	NULL	NULL
0	1322	24	NULL	NULL	NULL
0	1315	2	NULL	NULL	NULL
0	1322	NULL	NULL	NULL	NULL
0	1321	32	NULL	NULL	NULL
1	1314	35	NULL	NULL	NULL
0	1316	NULL	NULL	NULL	NULL
0	1319	29	M	N	4
0	1316	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1308	33	NULL	NULL	NULL
0	1314	37	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1309	1	NULL	NULL	NULL
0	1318	30	NULL	NULL	NULL
0	1315	32	NULL	NULL	NULL
0	1310	36	NULL	NULL	NULL
0	1319	34	NULL	NULL	NULL
0	1321	42	M	N	NULL
0	1320	1	NULL	NULL	NULL
0	1310	35	NULL	NULL	NULL
0	1320	NULL	NULL	NULL	NULL
0	1318	25	NULL	NULL	NULL
0	1318	NULL	NULL	NULL	NULL
0	1321	NULL	NULL	NULL	NULL
0	1320	45	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1320	40	NULL	NULL	NULL
0	1320	32	NULL	NULL	NULL
0	1314	NULL	NULL	NULL	NULL
0	1318	30	NULL	NULL	NULL
0	1319	117	M	N	3
1	1315	28	NULL	NULL	NULL
0	1320	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1318	35	NULL	NULL	NULL
0	1312	33	NULL	NULL	NULL
1	1315	NULL	NULL	NULL	NULL
0	1317	44	NULL	NULL	NULL
0	1319	NULL	NULL	NULL	NULL
0	1320	NULL	NULL	NULL	NULL
0	NULL	NULL	F	N	3
0	1319	NULL	NULL	NULL	NULL
0	1319	33	NULL	NULL	NULL
0	1320	28	NULL	NULL	NULL
0	1319	4	F	N	2
0	1319	26	NULL	NULL	NULL
0	1320	31	M	N	5
0	1312	26	NULL	NULL	NULL
0	1314	30	NULL	NULL	NULL
0	1313	26	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1320	32	NULL	NULL	NULL
0	1319	42	NULL	NULL	NULL
0	1316	NULL	NULL	NULL	NULL
0	1319	32	NULL	NULL	NULL
0	1317	NULL	NULL	NULL	NULL
0	1306	37	NULL	NULL	NULL
1	1307	27	NULL	NULL	NULL
0	1319	37	M	N	4
1	1306	57	NULL	NULL	NULL
1	1319	31	NULL	NULL	NULL
0	1319	26	NULL	NULL	NULL
0	1319	28	NULL	NULL	NULL
0	1319	27	M	M	2
1	1314	30	M	N	2
0	1319	51	NULL	NULL	NULL
0	1318	30	NULL	NULL	NULL
0	1310	25	NULL	NULL	NULL
0	1318	39	NULL	NULL	NULL
0	1319	117	NULL	NULL	NULL
0	1319	2	F	N	4
1	1309	46	NULL	NULL	NULL
0	1316	28	NULL	NULL	NULL
0	1319	32	NULL	NULL	NULL
1	1314	38	NULL	NULL	NULL
0	1319	27	NULL	NULL	NULL
0	1319	43	M	M	1
0	1317	NULL	NULL	NULL	NULL
0	1319	31	NULL	NULL	NULL
1	1318	47	NULL	NULL	NULL
0	1316	46	NULL	NULL	NULL
0	1314	34	NULL	NULL	NULL
0	1319	NULL	NULL	NULL	NULL
0	1319	NULL	F	N	1
1	1312	29	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1314	58	NULL	NULL	NULL
0	1317	32	NULL	NULL	NULL
0	1318	36	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1309	NULL	NULL	NULL	NULL
1	1317	30	NULL	NULL	NULL
0	1315	NULL	NULL	NULL	NULL
0	1311	44	NULL	NULL	NULL
1	1317	30	NULL	NULL	NULL
1	1317	29	NULL	NULL	NULL
0	1312	33	NULL	NULL	NULL
0	1312	28	NULL	NULL	NULL
0	1317	NULL	NULL	NULL	NULL
0	1307	28	NULL	NULL	NULL
0	1318	38	NULL	NULL	NULL
0	1318	NULL	NULL	NULL	NULL
0	1318	35	NULL	NULL	NULL
0	1318	24	NULL	NULL	NULL
0	1318	37	NULL	NULL	NULL
0	1307	29	NULL	NULL	NULL
0	1314	29	NULL	NULL	NULL
0	1316	43	NULL	NULL	NULL
0	1316	38	M	M	2
0	1603	29	NULL	NULL	NULL
0	1311	32	NULL	NULL	NULL
0	1314	NULL	NULL	NULL	NULL
0	1317	NULL	NULL	NULL	NULL
0	1316	35	NULL	NULL	NULL
0	1308	0	F	M	4
0	1317	34	NULL	NULL	NULL
0	1317	49	NULL	NULL	NULL
1	1500	30	M	A	2
0	1316	34	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1317	1	NULL	NULL	NULL
0	1307	NULL	NULL	NULL	NULL
0	1317	34	M	N	2
1	1316	50	NULL	NULL	NULL
0	1315	NULL	NULL	NULL	NULL
0	1315	NULL	NULL	NULL	NULL
0	1317	2	F	F	3
1	1306	NULL	NULL	NULL	NULL
1	1315	32	NULL	NULL	NULL
0	1316	32	NULL	NULL	NULL
0	1308	NULL	NULL	NULL	NULL
0	1314	31	NULL	NULL	NULL
0	1316	39	F	N	1
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1314	34	NULL	NULL	NULL
0	1315	40	M	N	2
0	1313	25	NULL	NULL	NULL
0	1316	NULL	NULL	NULL	NULL
0	1312	NULL	NULL	NULL	NULL
0	1309	53	NULL	NULL	NULL
0	1316	31	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1315	35	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1316	31	F	N	3
0	NULL	NULL	NULL	NULL	NULL
0	1316	NULL	NULL	NULL	NULL
0	1314	27	NULL	NULL	NULL
0	1316	38	NULL	NULL	NULL
0	1313	NULL	NULL	NULL	NULL
0	1310	34	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1311	35	NULL	NULL	NULL
0	1315	25	NULL	NULL	NULL
0	1303	29	NULL	NULL	NULL
0	1315	37	NULL	NULL	NULL
0	1315	117	NULL	NULL	NULL
0	1316	26	NULL	NULL	NULL
0	1315	NULL	NULL	NULL	NULL
0	1316	NULL	NULL	NULL	NULL
0	1315	26	M	N	2
0	NULL	NULL	NULL	NULL	NULL
0	1315	28	NULL	NULL	NULL
1	1311	28	F	N	3
0	1316	1	M	N	3
0	1314	30	NULL	NULL	NULL
0	1315	0	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1305	25	NULL	NULL	NULL
0	NULL	NULL	M	M	1
0	1315	62	NULL	NULL	NULL
0	1315	0	NULL	NULL	NULL
0	1311	NULL	NULL	NULL	NULL
0	1310	NULL	NULL	NULL	NULL
0	1310	33	NULL	NULL	NULL
0	1315	36	NULL	NULL	NULL
0	1315	36	NULL	NULL	NULL
0	1315	29	NULL	NULL	NULL
0	1313	44	NULL	NULL	NULL
0	1315	34	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1314	39	NULL	NULL	NULL
0	1312	41	NULL	NULL	NULL
0	1311	35	NULL	NULL	NULL
0	1314	34	NULL	NULL	NULL
1	1308	27	NULL	NULL	NULL
1	1315	1	NULL	NULL	NULL
0	1309	NULL	NULL	NULL	NULL
0	1302	28	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1315	37	NULL	NULL	NULL
0	1315	30	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1314	NULL	NULL	NULL	NULL
0	1313	28	NULL	NULL	NULL
0	1312	25	NULL	NULL	NULL
0	1301	32	NULL	NULL	NULL
0	1314	39	M	M	1
0	1314	2	NULL	NULL	NULL
1	1309	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1309	44	F	A	1
0	1313	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1313	NULL	NULL	NULL	NULL
0	1309	29	M	N	2
0	1314	26	NULL	NULL	NULL
0	1314	33	NULL	NULL	NULL
0	1314	NULL	NULL	NULL	NULL
0	1314	28	M	N	2
1	NULL	NULL	NULL	NULL	NULL
0	1313	33	F	F	2
0	1307	NULL	NULL	NULL	NULL
